"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
761,0.3579,3.469,0.1844,4.982,-0.6855,0.1077,0.04034,-1.175,4.064,20.14,5.54,0.5836,-0.8624,-9.573,-7.251,-6.451,7.111,12.41,19.11,19.36,18.08,24.96,24.96,21.24,20.72,21.2,3.377
767.6,0.3807,5.225,-1.362,4.911,-0.5604,0.1077,0.06871,-1.257,2.141,22.82,5.645,1.004,-0.7849,-8.772,-6.718,-2.881,7.171,10.97,20.39,22,25.88,25.33,29.11,21.27,19.78,21.69,3.506
753,0.3021,4.086,-0.665,4.985,-0.542,0.2838,0.1754,-1.18,1.313,21.31,5.779,0.8176,-0.9206,-8.766,-6.893,-1.582,7.024,11.04,19.54,21.45,24.72,24.04,19.17,21.27,20.53,21.86,2.085
771.2,0.2174,4.297,1.089,4.996,-0.7456,0.1608,0.1257,-0.8529,1.916,20.93,5.782,0.2934,-0.9206,-9.514,-6.893,0.2291,7.024,10.89,20.53,19.81,20.31,23.05,25.28,21.11,20.51,21.98,4.801
762.4,0.4453,4.242,0.3998,4.843,-0.9461,0.02661,0.3401,-1.136,0.4682,20.17,5.926,0.5605,-0.8702,-10.13,-6.514,-4.474,6.619,11.42,20.51,18.21,23.25,19.64,21.68,21.63,22.2,21.84,2.053
776.5,0.269,3.766,-0.5552,4.904,-0.9461,-0.07864,0.9131,-0.6636,0.6762,21.27,6.25,0.754,-1.145,-8.977,-6.391,-9.501,6.905,11.28,19.87,20.08,21.93,22.23,21.24,23.13,22.14,22.31,0.926
763.2,0.3002,4.818,-0.08492,4.946,-0.9934,0.04959,1.024,-1.175,0.2899,19.67,5.459,0.8076,-0.9547,-9.182,-6.436,-14.27,7.29,12.25,19.52,20.3,20.31,20.07,18.82,19.56,17.4,20.4,0.9558
756.4,0.4742,2.577,-0.2291,4.965,-0.7554,-0.08219,0.5076,-0.8103,4.274,19.1,5.347,0.9436,-1.089,-8.833,-5.822,-16.65,6.834,13.43,19.65,21.75,17.72,18.4,19.19,18.64,17.17,19.22,1.248
771.6,0.3002,3.488,-1.012,4.977,-0.9816,-0.0893,2.811,0.1664,2.064,17.39,5.301,0.4112,-1.325,-8.818,-4.75,-14.1,6.354,12.65,19.34,17.67,17.48,15.57,16.26,19.5,16.64,19.09,1.137
779.4,0.1492,3.865,-0.1135,4.911,-0.7391,-0.009449,1.584,-0.3608,0.1879,18.07,4.929,0.4438,-1.381,-8.299,-4.749,-13.84,6.038,12.59,20.23,17.48,19.03,15.57,19.57,18.34,15.43,18.74,2.041
766.5,0.2857,4.301,-0.2635,4.992,-0.9485,-0.01787,0.1056,-1.02,0.6712,17.62,4.262,0.07239,-1.751,-7.955,-4.739,-18.16,6.69,12.73,20,18.24,15.55,17.36,17.25,18.48,16.95,18.42,1.696
771,0.2373,4.627,-0.7136,4.993,-0.7535,0.008893,0.5603,-0.8679,0.453,18.79,4.425,0.493,-1.398,-7.91,-5.14,-26.71,6.621,13.06,19.96,15.44,20.99,18.32,25.93,20.98,18.62,19.27,1.961
787.4,0.2738,4.775,0.773,4.84,-0.6488,-0.101,0.4309,-1.384,0.3525,20.48,4.672,0.6632,-2.154,-7.506,-5.351,-19.74,6.621,12.67,19.81,19.72,20.16,21.41,20.71,19.93,20.93,19.9,0.9532
762,0.2406,3.518,-0.3976,4.946,-0.8397,0.1486,0.08064,-1.272,0.3704,19.77,5.016,0.736,-2.427,-7.365,-5.952,-10.27,7.051,12.32,20.18,19.68,20.16,19.73,20.71,20.1,19.82,19.65,0.6015
778.7,0.03548,3.982,-0.7998,4.963,-0.4318,0.1244,0.05049,-1.295,0.3199,19.96,5.302,0.7316,-2.724,-8.115,-6.273,-6.273,7.292,11.96,19.91,20.08,20,19.73,19.61,20.1,19.8,19.8,0.2718
755.6,0.3179,3.549,-0.2385,4.906,-0.8141,0.1328,0.06972,-1.3,2.211,19.94,5.311,0.4363,-2.176,-9.226,-7.039,-4.973,7.479,11.81,19.62,20.08,20,19.73,19.63,20.59,19.86,19.32,0.4836
752.9,0.3971,3.245,-0.8519,4.966,-0.8222,0.05746,0.02059,-1.343,1.945,19.82,5.731,0.2574,-1.924,-9.585,-7.156,-3.436,7.701,11.29,19.51,20.08,20,19.73,19.63,19.56,19.97,19.86,0.2045
760.4,0.4373,4.233,-1.269,4.967,-0.819,-0.2644,0.06574,-1.359,0.5233,19.67,5.124,0.2556,-2.212,-9.471,-6.902,-6.011,7.533,11.29,19.95,20.08,20,19.73,19.63,19.73,19.74,19.78,0.228
770.1,0.05121,4.326,-0.3958,4.994,-0.7711,0.1932,0.7146,-1.644,0.9583,19.69,5.352,-0.3031,-2.014,-9.134,-7.419,-6.46,8.457,11.04,19.56,20.08,20,19.45,19.63,19.9,19.63,19.68,0.2055
765.3,0.2761,3.082,-0.07199,4.918,-0.915,-0.02318,0.5145,-0.7344,1.329,19.88,5.443,0.2255,-2.089,-9.207,-7.63,-11.81,8.391,10.36,19.99,20.08,20,19.72,19.72,19.77,19.97,20.21,0.2616
766.9,0.3125,2.624,-0.7615,4.894,-1.079,-0.03407,0.2721,-0.7325,1.233,19.97,5.339,1.012,-1.965,-9.091,-8.458,-15.13,7.396,10.41,19.97,20.08,19.62,19.72,19.72,19.77,19.94,20.1,0.1956
748.3,0.3488,3.079,-0.4542,4.997,-0.8469,0.1432,0.3453,-1.112,0.9344,19.47,5.456,1.636,-1.942,-9.851,-8.552,-21.15,7.647,9.521,18.95,20.2,19.62,18.71,19.72,19.77,18.89,19.55,0.3544
763.6,0.2466,2.911,-0.6917,4.983,-0.8357,0.0716,0.08229,-1.294,2.143,18.66,5.368,1.6,-1.431,-9.489,-8.132,-17.85,7.82,9.517,18.61,18.24,18.18,18.34,19.5,18.34,18.86,19.14,0.5887
769,0.0925,3.649,-0.6265,4.997,-0.656,0.178,0.06175,-1.305,2.275,19.17,5.09,2.049,-2.71,-10.01,-8.663,-21.8,7.995,10.22,19.09,19.39,18.72,18.34,19.5,19.8,19.22,19.44,0.5845
