"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
8497,3.666,9.075,4.516,4.997,-0.8084,-0.7408,0.9528,-0.7138,2.896,1.715,2.6,-3.037,-5.286,-0.8497,3.951,-7.242,-2.955,5.381,1.343,0.7668,1.735,0.7738,1.414,1.603,2.167,1.604,0.4733
8493,3.752,9.243,4.285,5,-0.4902,-0.4815,1.394,-0.0555,3.629,1.625,1.995,-3.012,-5.265,-0.9326,4.327,-5.736,-2.696,5.378,1.239,0.7156,2.068,0.418,0.5773,1.807,2.411,1.625,0.5736
8505,3.752,9.097,4.743,4.998,-0.9807,-0.6212,0.1132,-0.9206,3.496,1.769,2.337,-3.005,-5.109,-0.844,4.302,-5.16,-2.784,5.783,1.287,3.468,1.557,1.258,-0.6683,1.992,3.605,1.714,0.8628
8502,3.791,9.24,4.417,4.999,-0.934,-0.6082,0.1302,-1.032,4.017,0.7647,2.11,-3.174,-4.643,-0.835,4.294,-1.87,-2.679,5.621,1.496,0.3975,0.2084,1.245,-0.4297,1.317,3.268,1.419,0.8614
8502,3.69,9.175,4.274,4.997,-0.9985,-0.7756,0.4435,-0.6396,4.261,1.424,2.06,-3.078,-4.643,-0.7222,4.195,1.995,-2.848,5.848,1.346,0.2352,-0.1165,1.361,2.506,0.7415,3.086,1.62,1.509
8488,4.478,9.024,4.436,5,-1.366,-0.8437,0.2611,-0.5688,3.879,1.645,1.983,-2.956,-5.079,-0.7604,4.235,2.487,-3,5.948,0.9926,1.519,-0.122,1.599,3.003,0.8076,2.188,1.657,0.6964
8498,3.75,8.988,4.852,4.998,-0.6378,-0.777,0.7738,-0.3115,4.999,1.36,2.039,-3.013,-4.889,-0.8191,4.422,0.9106,-2.553,6.094,0.8415,1.481,1.845,0.6671,0.6554,0.8076,3.051,1.734,0.8712
8491,3.598,8.928,4.391,4.999,-0.4718,-0.3575,1.046,-0.233,4.878,2.386,2.05,-3.24,-5.027,-0.6767,4.424,1.077,-2.366,6.387,1.392,1.578,1.929,0.4997,3.201,1.117,3.215,1.523,0.7451
8506,3.804,8.819,4.154,4.999,-1.13,-0.7405,0.4522,-0.7069,4.961,1.257,1.64,-3.347,-5.007,-0.4651,4.288,1.333,-2.439,6.515,0.6098,1.333,1.859,1.006,0.08286,0.8061,3.241,1.487,1.007
8503,3.452,9.073,4.791,5,-0.7696,-0.6397,1.56,-0.9079,3.733,1.345,1.465,-3.609,-4.395,-0.4955,4.138,2.089,-2.512,6.108,1.323,2.666,3.195,1.368,2.15,1.036,3.671,1.393,1.468
8490,3.724,8.93,4.679,4.997,-0.5852,-0.3505,0.3557,-0.5363,4.59,2.023,1.563,-3.637,-4.369,-0.5302,3.801,5.793,-2.474,6.27,0.9712,0.2613,0.8008,1.567,1.642,1.368,2.684,1.321,1.484
8493,3.608,8.631,4.644,4.997,-0.5986,-0.2681,0.08055,-0.7878,4.582,1.276,1.447,-3.563,-3.969,-0.5368,3.991,8.447,-2.76,6.457,0.8123,1.33,1.793,1.347,1.832,1.314,1.497,1.614,0.3334
8492,3.599,8.716,4.389,5,-0.548,-0.2176,0.08775,-0.7284,4.878,1.171,1.409,-3.758,-3.959,-0.5367,3.868,2.521,-2.601,6.441,0.7193,1.324,1.113,1.012,1.779,1.425,1.993,1.324,0.4508
8486,4.07,9.156,4.549,4.998,-0.8054,-0.7355,0.1063,-0.8495,3.926,1.562,1.403,-3.611,-3.825,-0.4498,3.583,-4.516,-2.731,6.294,1.503,1.584,1.416,1.633,1.779,1.359,1.554,1.227,0.2352
