"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
8367,3.788,8.727,3.619,4.999,-0.8447,-0.01135,1.722,-0.8542,1.511,4.802,1.65,0.02903,-10.32,4.027,6.517,-13.25,-1.502,9.684,4.729,2.449,-0.3537,5.038,8.203,2.345,4.075,3.169,3.47
8380,3.369,9.031,3.226,5,-0.5852,0.09879,0.1786,-0.6286,3.808,4.83,1.423,0.236,-10.19,3.805,6.592,-9.174,-1.568,9.894,5.092,6.042,1.248,5.641,8.706,2.153,3.652,3.242,2.618
8376,3.319,8.911,3.493,4.999,-0.7988,-0.2125,0.3428,-0.713,4.516,4.13,1.527,0.2982,-10.11,3.625,6.657,-2.789,-1.716,10.26,4.492,3.817,2.784,4.857,7.585,1.799,3.652,3.385,2.145
8367,3.793,8.775,3.595,4.999,-0.9324,-0.3091,0.2569,-0.6295,2.396,3.751,1.424,0.7274,-9.852,3.53,6.929,-0.5844,-1.629,10.33,3.882,4.222,5.947,4.857,4.336,1.741,3.652,3.605,1.049
8378,3.749,8.811,3.393,4.998,-0.9244,-0.4992,0.1575,-0.8903,4.015,3.72,1.368,0.7895,-9.567,3.653,6.624,2.701,-1.943,10.09,3.243,3.458,5.743,4.857,4.014,1.558,4.679,3.497,2.27
8358,4.013,8.836,3.022,5,-0.9756,-0.3376,0.7428,-0.2669,4.39,3.572,1.444,0.8358,-9.504,3.512,6.767,1.477,-1.94,10.25,3.842,2.052,6.66,4.857,3.702,1.274,4.679,3.65,1.339
8367,3.882,8.765,3.727,4.999,-0.975,-0.2671,0.4289,-0.4794,0.7346,3.797,1.35,0.964,-9.793,3.223,6.711,0.1954,-1.864,10.09,4.113,2.769,5.444,4.274,4.101,1.831,4.453,3.954,1.012
8352,4.226,8.806,3.185,4.999,-1.084,-0.519,0.1628,-0.3702,0.8102,4.415,1.297,1.053,-9.563,3.257,6.785,6.041,-1.758,10.12,4.113,5.566,3.871,3.96,4.995,1.193,5.287,4.003,2.671
8357,3.849,8.596,3.57,4.999,-0.8431,-0.397,0.268,-0.5229,3.627,4.766,1.285,1.254,-9.51,3.188,6.88,8.172,-1.619,10.77,4.422,5.713,4.03,5.792,2.911,1.111,5.079,3.754,1.551
8369,3.612,8.588,3.276,5,-0.785,-0.6037,0.5288,-0.4718,4.076,5.515,1.462,1.148,-9.413,3.335,6.892,7.466,-1.501,10.75,4.025,5.713,4.264,5.95,2.911,4.684,5.079,4.572,1.454
8361,4.047,8.994,3.767,5,-0.9968,-0.4955,0.9535,-0.2936,4.489,3.043,1.594,1.288,-9.744,3.418,6.717,7.984,-1.672,10.73,4.227,4.193,4.155,5.95,2.342,2.695,4.329,4.726,1.203
8365,4.474,8.613,3.56,5,-1.403,-1.201,0.4452,-0.09672,1.404,3.812,1.588,1.18,-9.387,3.361,6.774,6.436,-1.99,10.87,4.097,4.363,3.297,5.95,1.663,2.705,5.112,4.727,2.168
8352,4.503,8.86,3.434,4.999,-1.314,-0.5792,0.8823,0.2501,0.5595,3.853,1.706,1.176,-9.23,3.446,6.862,11.12,-2.006,10.73,4.675,4.158,4.517,5.95,1.885,2.612,5.292,4.362,1.017
8367,4.204,8.745,3.348,4.998,-1.074,-0.1954,0.842,-0.6253,1.838,3.903,1.523,1.362,-9.459,3.573,7.33,6.17,-1.809,10.75,4.006,4.471,3.491,6.282,3.581,2.286,4.924,3.478,1.069
