"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
8809,3.138,9.023,4.639,4.999,-0.99,-0.7544,0.4724,-0.6979,3.35,4.812,3.091,-4.247,-5.699,-2.424,5.236,2.113,-4.268,9.444,2.555,6.127,2.449,3.212,4.834,2.544,5.591,3.69,1.939
8803,2.833,9.54,4.517,5,-0.6499,-0.653,0.5401,-0.3335,3.468,3.262,2.761,-4.144,-5.826,-2.207,5.349,5.008,-3.934,9.728,2.786,3.633,2.589,3.18,4.737,1.009,4.494,3.116,1.467
8836,2.589,9.424,4.601,5,-0.5157,-0.7902,1.116,-0.3774,3.907,3.539,2.633,-4.527,-5.106,-2.268,5.413,2.22,-4.176,10.44,2.75,3.633,2.974,3.078,2.75,2.124,4.327,3.757,0.4968
8810,2.776,9.381,4.906,4.999,-0.8254,-0.6408,1.839,-0.7164,3.14,3.474,2.988,-4.362,-5.497,-2.419,5.411,-3.705,-4.122,10.24,2.504,3.449,4.295,2.766,4.103,2.48,3.906,3.613,1.208
8812,3.053,9.339,4.912,5,-0.9011,-1.126,2.023,0.3286,3.594,3.345,3.093,-4.376,-5.795,-2.645,5.272,-5.529,-4.189,9.969,2.853,3.218,2.764,3.557,3.206,2.626,3.519,3.599,0.364
8799,2.956,9.621,4.632,5,-0.9652,-0.7437,0.7194,-1.211,2.721,3.802,3.079,-4.49,-5.953,-2.731,4.804,-1.912,-4.153,10.48,2.771,3.66,3.858,4.057,2.606,2.672,3.911,3.832,0.6748
8814,2.91,9.51,5.022,5,-0.787,-0.7942,2.539,-0.3836,3.465,4.008,3.06,-4.794,-6.227,-2.548,5.262,-1.874,-4.504,10.74,2.488,4.855,4.699,4.374,3.446,3.133,4.115,3.916,0.7815
8805,3.105,9.214,4.438,4.997,-0.8745,-0.7721,1.685,-0.2643,3.511,3.837,3.14,-4.451,-5.706,-2.304,5.202,-5.901,-3.993,10.9,3.175,2.564,4.414,4.49,3.362,3.528,3.35,4.101,0.6583
8808,2.827,9.658,4.814,4.999,-0.5294,-0.5487,0.2637,-0.09385,2.888,3.967,3.282,-4.327,-5.673,-2.067,5.201,-1.816,-3.836,10.44,3.469,4.198,2.678,4.229,5.537,5.026,3.303,4.331,0.9844
8786,3.196,9.639,4.779,5,-0.8244,-0.9491,0.3849,-0.4452,2.345,4.468,3.351,-4.565,-6.372,-2.132,5.212,-1.816,-4.03,10.61,4.164,5.053,4.096,4.389,4.708,4.834,3.984,4.304,0.387
8790,3.036,9.675,4.645,5,-0.5237,-0.8388,0.7858,-0.2396,2.533,4.286,3.08,-5.22,-6.209,-2.393,4.907,-6.298,-4.383,10.54,4.213,4.107,4.77,4.568,4.382,5.194,4.6,4.208,0.4089
8793,2.988,9.2,4.801,5,-0.7842,-0.64,1.332,0.9217,2.593,4.591,3.394,-4.636,-5.277,-2.279,4.876,-1.843,-4.203,10.47,4.674,4.124,4.818,4.2,4.599,4.899,4.608,4.392,0.2515
8791,2.856,9.449,4.908,5,-0.6261,-0.6437,2.211,-0.9308,1.967,4.612,3.01,-4.667,-5.312,-2.263,4.502,-4.692,-4.11,10.5,4.661,5.239,5.158,4.665,4.56,4.583,5.086,4.663,0.4685
