"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
341.4,0.3824,7.329,-1.837,4.734,-0.1985,0.1802,4.819,-1.868,3.524,-1.331,-6.495,4.047,-6.029,1.824,9.044,9.582,-21.97,-8.2,-1.496,-1.169,-1.236,-1.826,-1.15,-1.443,-1.426,-1.44,0.3084
351.2,0.2269,7.368,0.6203,4.251,-0.2971,0.1574,2.802,2.519,0.9018,-1.24,-6.25,3.765,-6.162,1.671,8.876,19.19,-21.53,-7.627,-1.072,-1.008,-1.239,-1.494,-1.159,-1.318,-0.8836,-1.092,0.1354
345,0.3579,8.309,0.1262,4.013,-0.2695,0.2165,4.341,-0.04536,2.65,-1.37,-6.859,3.694,-5.404,1.657,9.003,8.167,-21.99,-7.751,-1.146,-1.008,-1.316,-1.494,-1.159,-1.241,-1.481,-1.636,0.3048
329.6,0.477,8.069,-1.146,4.147,-0.1363,0.231,3.356,-2.062,1.983,-1.189,-7.694,3.838,-5.588,1.593,9.442,21.6,-21.64,-7.262,-1.223,-1.156,-1.316,-1.52,-1.159,-1.481,-1.402,-1.629,0.2702
326.7,0.4926,7.328,-0.6941,4.075,-0.1492,0.3276,4.391,3.572,3.318,-1.432,-7.677,3.617,-5.246,1.221,9.381,13.03,-21.57,-7.271,-1.444,-1.502,-1.316,-1.468,-1.328,-1.56,-1.524,-1.424,0.07765
347.4,0.4367,5.294,-1.489,4.968,-0.4904,0.21,4.507,0.6897,0.6084,-1.389,-7.034,3.208,-5.462,1.152,8.438,7.078,-21.17,-7.642,-1.52,-1.502,-1.482,-1.468,-1.328,-1.385,-1.388,-1.431,0.08003
346,0.3112,6.465,1.627,4.811,-0.2267,0.3964,3.023,-0.2082,0.8243,-1.465,-7.808,3.166,-5.552,1.015,8.347,3.281,-21.93,-7.951,-1.621,-1.462,-1.493,-1.558,-1.328,-1.443,-1.388,-1.328,0.1402
349.7,0.2491,6.052,0.6147,4.832,-0.2698,0.2766,3.23,0.9085,2.947,-1.39,-7.607,3.562,-5.993,0.9314,7.807,10.43,-22.17,-8.246,-1.465,-1.462,-1.493,-1.339,-1.328,-1.443,-1.375,-1.448,0.08421
340.3,0.4085,8.637,-2.308,4.174,-0.2234,0.2364,4.427,0.3359,2.856,-1.348,-6.449,3.464,-5.653,0.6497,7.044,2.934,-23.07,-9.535,-1.385,-1.544,-1.493,-1.395,-1.328,-1.443,-1.375,-1.239,0.09414
349.4,0.2854,7.072,-1.769,4.28,-0.2624,0.363,4.788,2.312,3.548,-1.496,-6.735,3.068,-5.464,0.882,7.12,2.93,-22.78,-8.817,-1.491,-1.544,-1.483,-1.336,-1.622,-1.403,-1.512,-1.572,0.05634
360.5,0.1732,5.764,-0.829,4.229,-0.1418,0.374,3.812,-0.5587,3.786,-1.407,-6.646,3.544,-5.377,0.8618,6.901,-4.142,-23.03,-8.929,-1.594,-1.544,-1.483,-1.482,-1.364,-1.403,-1.492,-1.19,0.126
333.9,0.464,6.467,-0.7842,4.313,-0.1191,0.2296,4.453,3.052,0.2577,-1.47,-7.049,3.953,-6.199,1.012,7.673,15.15,-21.89,-9.161,-1.594,-1.544,-1.453,-1.744,-1.593,-1.745,-1.669,-1.162,0.3723
363.3,0.1956,5.96,-0.3467,4.694,-0.2389,0.385,4.068,-0.3589,3.324,-1.529,-7.948,4.422,-6.75,1.115,7.535,1.238,-20.62,-8.274,-1.606,-1.995,-1.396,-1.792,-2.309,-1.237,-1.951,-1.127,0.4614
354.4,0.2275,7.552,0.6173,4.3,-0.1259,0.2621,3.158,-1.436,1.58,-1.73,-7.119,4.462,-6.714,1.156,7.796,-0.6013,-20.72,-8.775,-2.339,-1.97,-1.629,-1.887,-1.567,-1.934,-1.629,-1.431,0.3983
352.2,0.2972,8.774,1.031,4.943,-0.455,0.2066,4.714,0.2393,0.7631,-1.518,-6.395,5.048,-6.842,1.335,7.895,0.6721,-19.8,-9.319,-2.591,-0.7455,-1.469,-2.86,-1.609,-0.9641,-1.805,-0.8991,0.9057
347.1,0.356,5.545,1.562,4.691,-0.3265,0.2743,4.132,-1.885,2.027,-1.343,-6.471,4.976,-6.711,1.639,7.472,-3.041,-19.93,-9.108,-1.372,-2.232,-0.1768,-2.17,-2.528,-1.303,-0.7517,-0.7868,1.241
343.3,0.3591,5.547,0.3752,4.34,-0.2895,0.1286,4.63,-2.57,3.903,0.01452,-6.739,4.782,-6.5,1.703,7.132,-6.04,-21.31,-8.916,-2.057,1.352,-1.029,-1.795,1.462,-1.29,0.4904,-1.145,1.723
330.7,0.4047,6.956,0.461,4.581,-0.1484,0.1535,3.995,-1.48,2.147,-2.385,-6.581,4.225,-6.538,1.623,6.967,-6.493,-20.74,-9.224,-1.32,-1.49,-3.37,-2.048,-0.7665,-1.637,0.4008,-1.432,1.307
342.2,0.4047,3.753,0.1404,4.802,-0.2781,0.06372,2.367,0.2223,3.091,-2.812,-5.937,5.184,-6.433,1.465,6.504,2.239,-20.37,-9.102,-1.717,-3.99,-2.695,-2.77,-2.894,-2.823,-1.978,-1.533,0.6505
351.7,0.322,8.367,-0.1354,4.859,-0.4175,0.2692,3.742,-2.728,0.1651,-3.104,-5.603,4.989,-6.064,1.801,6.275,-3.162,-21.91,-9.001,-1.054,-1.951,-3.385,-2.779,-1.615,-3.385,-1.582,-1.579,1.39
352.3,0.3318,6.648,-1.884,4.587,-0.4358,0.3639,3.58,1.601,3.552,-2.396,-5.954,4.641,-5.625,1.841,5.719,-4.188,-22.3,-9.797,-1.915,-1.041,-1.848,-2.863,-2.901,-2.799,-2.16,-1.822,0.7051
344.4,0.3963,6.715,0.1867,4.101,-0.4469,0.1425,3.527,1.146,0.9044,-1.813,-5.917,4.17,-5.14,1.54,5.759,-7.537,-23.04,-9.44,-1.941,-2.084,-1.346,-1.178,-2.695,-2.315,-1.968,-1.861,0.4078
340.8,0.3353,6.393,1.676,4.358,-0.127,-0.02451,1.8,0.1893,2.517,-1.533,-6.131,4.544,-4.937,1.169,5.353,1.387,-22.03,-8.959,-2.1,-1.015,-1.107,-1.288,-0.7165,-1.898,-0.9636,-1.839,0.7369
356.8,0.2763,4.173,-1.947,4.58,-0.1054,0.3487,3.661,-0.5408,2.868,-2.347,-5.052,4.751,-4.966,1.175,5.051,8.132,-21.33,-9.318,-2.278,-2.431,-2.04,-3.599,-3.013,-2.075,-3.218,-0.8624,0.8427
344.4,0.3699,6.347,0.8279,4.488,-0.3867,0.1615,2.722,1.884,4.958,-2.096,-5.418,5.138,-5.389,1.483,5.706,-0.3164,-20.71,-9.221,-2.861,-0.4256,-2.168,-3.317,-1.428,-1.873,-3.804,-1.266,1.006
363.7,0.1911,9.009,1.712,4.704,-0.2498,0.2839,4.898,2.2,1.8,-1.979,-6.586,4.86,-5.68,1.222,4.916,-4.457,-21.38,-9.166,-2.869,-0.3255,-0.7398,-1.351,0.3281,-2.699,-1.743,-0.7754,2.117
343,0.4791,7.749,1.076,4.789,-0.5102,0.2728,1.365,-1.809,1.265,-1.993,-6.23,5.47,-6.045,1.653,5.053,4.925,-19.9,-9.423,-2.13,-1.396,0.9681,-2.172,-6.55,-2.614,-2.588,-1.082,3.051
336.6,0.457,6.424,-1.521,4.986,-0.4787,0.009994,4.607,-0.2631,2.938,-0.9501,-6.06,5.61,-6.522,1.84,5.356,8.493,-20.66,-9.286,-1.629,1.792,-1.611,-1.856,-1.921,0.384,-2.689,0.8356,1.006
334.3,0.3901,6.752,-1.79,4.877,-0.09462,0.2365,4.615,4.467,3.353,-1.188,-6.869,5.804,-6.894,1.604,6.213,4.777,-19.07,-9.515,-2.119,0.2489,-1.917,-2.545,0.1923,-0.4675,-1.213,1.339,1.921
350.2,0.2616,6.659,-0.6389,3.862,-0.0426,0.196,3.499,1.007,3.923,-0.4161,-6.823,5.845,-6.968,1.747,7.095,3.094,-18.7,-9.555,-1.448,-3.723,-2.947,-1.755,-0.008463,-4.904,-2.46,1.611,2.676
357.3,0.2952,8.122,0.2578,4.747,-0.3497,0.1603,4.429,-4.714,3.825,-1.422,-6.957,5.366,-7.119,1.853,6.999,-3.076,-19.3,-9.407,-1.951,0.2933,-0.4698,-2.887,-5.28,-5.797,-3.001,1.722,4.123
351.9,0.3205,4.315,-0.5698,4.566,-0.1561,0.3023,4.689,-0.161,0.9058,-1.431,-6.767,5.48,-7.13,1.674,6.53,-9.166,-19.17,-10.13,-1.747,-3.031,-1.717,-1.588,-2.204,-5.433,-1.764,1.222,1.603
347.1,0.3205,6.424,-0.6631,4.466,-0.4548,0.1684,3.907,2.953,1.449,-2.291,-7.472,5.369,-7.04,1.581,6.587,-14.07,-19.54,-10.35,-1.419,-4.14,-2.727,0.03725,-4.456,-3.486,-0.9116,0.727,2.749
350.6,0.2231,7.398,0.7007,4.445,-0.09823,0.2998,1.927,1.722,4.015,0.1099,-7.695,5.632,-6.472,1.531,6.559,-14.2,-20.33,-10.82,-0.9075,-0.5169,-2.151,0.1371,3.914,-3.747,-3.679,2.006,2.762
354.5,0.2221,7.23,1.667,4.574,-0.1569,0.1478,4.271,-4.596,4.47,-3.169,-8.379,5.521,-7.272,1.297,6.442,-5.603,-18.69,-10.44,-0.5927,-0.823,-0.9798,0.6821,-0.4818,-2.787,-1.44,1.027,3.656
353.3,0.2953,6.412,-0.6407,4.741,-0.3386,0.2525,3.435,2.393,3.36,-0.1382,-8.689,5.642,-7.731,1.156,6.081,0.5003,-18.61,-10.76,-1.434,-2.274,-0.5449,-0.6559,0.7886,-1.729,-1.044,0.67,0.8444
353.4,0.3828,8.468,0.8888,4.121,-0.3219,0.4283,3.013,-1.628,2.099,0.1731,-8.63,5.889,-7.864,1.422,5.576,-4.945,-19.05,-11.44,0.6107,2.135,-0.2202,1.363,-0.1505,-1.247,2.17,2.191,1.801
