"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
360.6,0.3178,5.593,4.45,4.79,-0.4875,0.09577,4.997,-0.9725,2.987,-2.019,-7.226,-0.4689,-3.855,0.2727,1.458,-7.115,-11.55,-2.14,-0.3035,-1.677,-2.419,-1.727,0.4048,-2.678,2.427,-0.477,2.492
361.5,0.4219,6.609,2.955,4.983,-0.4612,0.266,3.649,-2.528,0.4024,-3.125,-6.465,-0.4689,-4.325,0.07833,1.538,-7.115,-11.54,-2.014,1.103,-0.2445,-5.356,-1.727,-3.765,-2.061,2.343,0.2371,4.043
355.3,0.4756,4.894,4.548,4.651,-0.6194,-0.0737,2.237,0.786,0.9856,1.776,-6.738,0.4617,-3.907,0.7689,1.572,-4.552,-10.06,-1.901,1.046,1.929,-4.799,-0.5322,3.311,-3.003,2.343,0.748,3.898
361.2,0.2525,4.429,4.895,4.842,-0.273,0.11,3,-1.77,3.045,-2.966,-6.691,1.133,-3.796,0.7881,1.234,-2.154,-10.52,-2.155,1.046,0.6989,-5.361,-4.839,0.8369,-3.686,2.195,0.2058,3.969
377.2,0.1576,4.337,4.45,4.907,-0.2803,0.139,4.478,0.7493,3.385,-2.354,-6.849,1.356,-3.796,0.4791,0.6637,-14.37,-11.05,-1.257,1.662,-6.011,-2.011,-5.467,-2.42,-3.28,-1.763,-0.391,2.736
367.3,0.2781,5.825,1.101,4.95,-0.2167,0.2845,4.263,-2.317,1.617,-2.04,-7.045,1.398,-4.074,0.6451,0.6971,-14.7,-11.38,-1.349,0.8809,-1.746,-2.205,-2.647,-1.944,-3.283,-2.05,-0.2399,2.095
348,0.5557,3.979,5.034,4.961,-0.4978,0.275,4.447,-2.881,1.807,-0.825,-7.229,1.24,-4.081,0.6758,1.462,-9.377,-11.31,-1.354,0.5626,0.06763,-5.5,-2.064,2.191,-3.578,-2.116,-0.1903,1.759
365.4,0.1803,4.352,5.806,4.992,-0.1065,0.5795,4.542,1.743,2.979,-3.816,-8.12,1.101,-4.081,0.6815,1.214,-9.279,-11.31,-1.171,0.3349,0.01739,-5.212,-3.191,-7.738,-5.956,-2.776,-0.532,2.721
362.2,0.2973,5.96,3.758,4.976,-0.1915,0.4969,3.423,-1.928,4.458,-2.828,-8.834,0.7057,-3.993,1.289,1.308,-9.622,-11.61,-1.283,-0.2812,0.6424,-2.696,-3.255,2.146,-6.758,-2.813,-0.4721,3.082
377.7,0.2537,3.461,3.12,4.601,-0.2944,0.4493,4.61,0.2161,4.657,-1.582,-8.659,0.2475,-3.831,1.916,1.753,-8.927,-10.73,-0.852,-0.9239,-4.198,-4.253,-3.396,3.688,-8.647,-3.231,-0.3778,3.148
371,0.344,6.359,2.252,4.731,-0.4726,0.09278,3.384,3.412,4.942,-2.127,-8.291,0.06,-4.011,1.888,0.6311,-12.48,-10.22,-0.5565,-2.098,-2.613,-1.608,-3.011,1.907,-6.971,-3.651,0.7726,2.882
353.7,0.3238,5.381,5.242,4.884,-0.04312,0.2836,3.795,2.619,4.679,0.02491,-8.734,0.4148,-4.071,1.888,1.36,-0.9594,-10.61,-0.4284,-2.177,-3.366,-3.786,-1.435,-3.804,-5.41,-3.491,0.8733,3.257
365.6,0.2139,5.172,5.985,4.871,-0.1523,0.3852,2.493,-0.007897,3.902,-5.669,-8.203,0.622,-3.649,1.598,1.954,-1.484,-10.99,-0.475,-2.219,-0.4636,-5.992,-1.435,-6.382,-5.803,-1.295,1.021,3.093
361,0.4884,5.294,3.504,4.943,-0.6857,0.03274,1.967,-2.112,4.671,-2.808,-7.58,0.2594,-3.923,1.328,2.225,-6.187,-11.61,-1.437,-2.467,-3.588,-1.439,-4.519,-1.312,-5.787,-0.1769,0.7113,2.252
373.3,0.2158,5.507,4.766,4.995,-0.4051,0.189,3.562,1.263,2.943,-3.283,-6.889,0.2021,-2.847,1.603,2.621,-10.79,-11.88,-1.089,-2.594,-5.897,-1.292,-4.902,0.3686,-6.39,-0.7976,0.1997,2.038
376.5,0.2158,5.055,5.91,4.955,-0.3357,0.3538,2.67,2.36,4.463,-2.673,-7.87,0.1721,-2.847,1.405,2.56,-13.8,-11.73,-1.363,-1.131,-4.796,-1.535,-4.707,-0.531,-5.577,-1.351,0.2098,4.936
377.6,0.2435,5.662,5.579,4.896,-0.2911,0.2418,4.313,-3.246,3.621,-0.7026,-7.217,0.1201,-2.615,1.03,2.648,-16.44,-11.76,-1.006,0.9511,1.245,-1.256,-4.828,0.3913,-4.985,-1.151,0.7216,2.86
374.9,0.3001,2.931,2.639,4.912,-0.3839,0.2979,2.953,-2.882,1.121,-1.351,-6.738,-0.1653,-2.718,1.03,2.648,-12.77,-11.48,-1.418,0.4675,-3.002,-3.703,-4.828,-3.051,-6.094,-2.213,0.9794,3.232
379.1,0.2857,4.502,6.944,4.658,-0.4456,0.3241,2.389,1.389,0.9106,-2.567,-7.31,0.3629,-2.664,1.119,2.752,-17.28,-12.56,-1.627,-0.4712,-2.821,-2.272,-4.189,-3.051,-3.394,-1.053,0.6479,1.283
360.6,0.5252,6.519,4.133,4.756,-0.7542,-0.0754,3.135,0.06717,1.82,-3.149,-7.486,-0.2435,-2.664,1.123,2.789,-16.62,-12.1,-1.65,-0.4712,-4.892,-4.751,-4.171,-2.626,-4.34,-0.8737,0.3393,3.08
371.5,0.5329,1.996,2.522,4.442,-0.7734,-0.1985,3.842,1.423,2.321,-2.164,-7.674,0.04235,-2.35,1.038,3.034,-23.36,-13.92,-1.774,-0.0981,-6.795,-5.583,-3.384,-3.39,-3.267,0.2231,-0.1736,3.49
364.6,0.3199,4.128,4.666,4.874,-0.4469,0.1637,2.059,-0.7791,2.381,-0.333,-7.956,0.07114,-2.205,1.066,3.144,-11.99,-13.77,-1.797,-0.2051,-2.325,-3.994,1.67,2.108,-3.313,-0.01374,0.5668,2.404
375.2,0.183,3.436,4.746,4.628,-0.2356,0.4671,3.534,-2.101,0.07095,-1.182,-8.273,0.4153,-2.346,1.163,3.131,-16.19,-12.71,-1.765,0.1116,-1.191,-1.14,1.421,-1.527,-4.683,-0.421,0.3628,1.391
365,0.1839,6.16,4.663,4.97,-0.2647,0.1334,1.874,1.236,1.24,-1.558,-8.207,0.6936,-2.734,1.353,2.904,-13.44,-12.39,-1.535,-0.691,-5.978,-1.538,0.8058,-1.527,-2.706,-0.1218,0.4841,1.608
387.5,0.05615,6.769,2.13,4.759,-0.2456,0.2961,1.758,0.6484,0.8499,-1.578,-8.836,0.8199,-2.761,1.321,2.764,-9.148,-13.15,-1.308,-1.082,-2.784,-0.7787,1.413,6.254,-2.55,-0.08517,0.4583,3.721
361.6,0.3621,3.559,4.127,4.706,-0.3716,0.2645,4.616,2.327,1.156,-0.2223,-9.217,0.6832,-3.031,1.126,2.792,-1.818,-13.63,-2.172,-1.414,-1.864,1.458,0.1525,-2.096,-1.963,-0.5589,0.6967,1.56
362.5,0.2798,4.27,3.696,4.874,-0.336,0.3052,4.086,1.276,1.482,-0.7844,-9.059,1.158,-2.907,1.2,1.499,-2.995,-13.3,-2.543,-2.473,-2.227,0.7215,0.1665,-1.728,-1.33,-0.8605,0.62,1.281
358.5,0.3602,3.762,5.48,4.864,-0.5208,0.1344,3.839,-1.515,4.131,-0.7432,-9.382,0.5034,-3.331,1.523,0.9864,-1.843,-12.83,-2.442,-1.553,-0.4274,-1.681,0.05123,1.101,-0.6843,1.409,0.09123,2.089
355.1,0.4236,3.08,5.772,4.951,-0.5677,0.1073,2.52,0.2108,4.778,-0.6283,-9.384,0.4054,-3.76,1.506,0.7076,1.726,-12.62,-1.942,-1.414,-0.3293,-1.34,0.03507,-1.786,-1.48,1.828,0.1886,2.205
372.8,0.2729,7.051,5.481,4.689,-0.47,0.07068,4.836,-1.43,3.171,-0.09605,-9.97,0.06526,-4.301,1.371,0.05873,1.847,-12.27,-1.857,-1.373,-2.151,-2.514,-1.744,-0.3561,-0.8183,1.819,0.9133,2.2
355.6,0.3158,4.393,4.21,4.926,-0.4384,0.2205,4.237,-2.687,4.636,-0.5778,-10.46,-0.1597,-4.115,1.331,0.3423,-5.188,-12.55,-2.278,-0.2676,-0.4007,-0.8839,-1.664,-1.071,0.1164,1.496,0.5852,1.348
378.7,0.1994,6.437,4.345,4.396,-0.5276,0.1685,1.801,-0.3761,4.925,0.4461,-10.6,-1.106,-4.31,1.452,0.1585,-8.238,-11.84,-2.911,-2.633,0.9117,-0.3514,-0.8753,0.1591,0.3454,0.3692,1.293,1.407
352.8,0.3267,4.226,5.898,4.921,-0.6028,-0.1146,3.225,2.106,2.251,-1.68,-10.79,-1.04,-3.978,1.469,0.3479,-10.71,-10.8,-2.807,-3.078,-2.275,-0.2067,-2.689,-6.314,-0.5313,0.2255,0.5074,2.464
378.8,-0.005797,3.061,4.234,4.621,-0.3103,-0.1496,3.379,4.776,3.415,-0.5856,-9.704,-0.7843,-3.956,1.221,0.3479,-4.889,-10.81,-2.807,-2.523,-3.996,1.329,-2.204,-6.699,-2.193,0.1274,0.8395,3.902
372.1,0.1419,4.595,4.341,4.547,-0.3919,0.2626,4.957,2.888,4.852,-1.113,-9.293,-1.314,-3.4,1.389,0.3479,-0.2643,-10.93,-3.061,-1.712,-3.719,-0.985,-2.148,-1.159,-2.046,-1.229,0.157,1.817
368.3,0.07598,4.719,4.053,4.878,-0.2212,0.06162,4.606,-1.169,4.022,-1.507,-8.957,-1.148,-3.772,1.376,0.2455,-2.755,-11.14,-3.216,-2.091,-2.888,-0.6478,-3.579,-1.331,-1.828,-0.6116,0.04651,1.831
397.5,0.1761,4.879,5.322,3.975,-0.8695,0.06162,3.513,-0.8192,4.93,-0.9123,-8.291,-0.4902,-4.482,1.722,0.6566,6.665,-9.468,-3.11,-0.6577,0.2994,1.389,-2.912,-1.016,-2.947,1.359,-0.09392,1.362
367.7,0.2147,6.348,5.686,4.91,-0.4271,0.05561,4.782,-3.454,3.526,0.2272,-8.177,-0.914,-4.536,1.875,0.9683,6.531,-9.405,-2.755,-0.3358,0.06408,1.564,-4.042,4.181,-3.578,3.129,0.2485,2.105
359.5,0.4037,7.489,5.552,4.995,-0.6678,0.01916,2.987,-0.9355,3.811,0.5514,-8.542,-1.205,-4.475,1.997,-0.05703,5.957,-8.46,-3.431,-0.8531,-6.282,3.54,-3.441,-2.101,-3.889,1.91,0.3745,3.973
359.7,0.2855,6.218,1.735,4.747,-0.2512,0.09611,3.642,-2.569,4.836,-3.951,-9.87,-1.357,-4.833,1.884,-0.3919,5.38,-8.791,-3.469,-0.5689,-6.029,1.682,-4.708,-5.524,-4.547,1.694,0.7997,4.333
374.4,0.1468,3.671,3.594,4.981,-0.3769,-0.1585,2.191,-2.532,3.564,-2.199,-9.819,-1.822,-4.804,2.359,0.3442,1.229,-8.745,-3.721,-0.4794,-1.789,3.561,-5.097,-2.973,-3.966,1.483,1.074,3.545
359.6,0.2325,2.891,4.624,4.982,-0.4921,0.07652,4.11,1.279,4.481,1.657,-10.19,-1.368,-4.769,2.266,-0.1175,9.992,-8.147,-3.069,-0.7684,-0.2912,3.303,-0.9333,0.944,-5.548,2.143,1.077,4.247
356.7,0.3152,4.533,5.292,4.895,-0.3374,0.1329,4.37,-0.7546,3.977,0.9811,-9.888,-1.018,-5.022,2.324,0.2334,9.992,-7.628,-3.94,1.137,-2.133,4.856,-1.469,0.1838,-4.739,2.427,1.068,3.778
372.6,0.1195,2.516,4.965,4.992,-0.2751,0.01164,2.75,0.8011,4.724,0.1645,-10.64,-0.2834,-4.214,2.366,0.244,10.62,-7.555,-4.4,0.7041,-1.597,2.679,0.5438,4.955,-3.661,2.995,1.097,2.125
