"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
375.9,0.5286,7.655,0.1968,4.97,-0.4161,0.5809,2.167,-2.127,1.734,9.435,-15.21,-1.476,-0.2685,3.045,12.04,-5.507,-5.753,-2.416,9.184,9.346,9.908,10.19,9.582,9.761,9.022,9.939,0.3251
397.4,0.2996,6.66,0.1234,4.848,-0.6669,0.3411,1.505,-1.542,2.095,9.501,-14.81,-0.8669,-0.2131,2.771,12.77,-8.735,-5.594,-1.958,9.506,9.975,9.908,9.569,9.582,9.939,9.724,9.586,0.53
388.8,0.3445,8.178,-2.401,4.871,-0.3861,0.3199,1.757,-0.05758,1.907,10.09,-14.97,-0.6927,0.1997,3.064,13.17,-1.52,-5.905,-2.014,10.06,10.61,10.15,10.45,9.582,9.69,9.859,9.899,0.4093
372,0.4789,6.853,0.8187,4.858,-0.3172,0.4024,1.798,-0.506,4.007,10.74,-14.4,-0.3887,1.13,3.367,12.25,7.546,-6.169,-2.005,10.01,11.57,10.76,10.85,9.582,10.73,11.07,10.43,0.4272
385.2,0.3012,7.364,2.479,4.932,-0.1791,0.4786,1.948,-1.857,4.76,10.03,-14.41,-0.555,1.384,3.429,12.28,4.043,-6.478,-2.584,9.764,8.739,9.68,10.8,9.582,10.73,10.56,9.951,1.101
403.9,0.2902,7.853,2.33,4.806,-0.2831,0.6692,3.912,-1.357,4.981,10.53,-14.68,0.07563,-0.06814,3.449,13.74,-5.214,-6.016,-2.373,10.89,10.64,10.9,10.93,9.582,10.73,9.535,9.084,0.7985
412,0.2056,7.06,-2.799,4.87,-0.3555,0.5491,2.8,0.1206,3.96,10.39,-14.41,-0.009299,-0.06267,3.719,13.31,-1.611,-6.543,-2.641,11.12,10.17,11.51,9.921,9.099,10,10.12,10.28,0.7152
378.7,0.3856,5.717,0.3592,4.708,-0.2221,0.4901,2.1,-1.3,3.009,10.8,-14.88,-0.7374,0.2494,3.56,13.2,-11.92,-7.007,-3.191,9.736,10.17,9.911,11.19,9.099,11.25,8.978,10.23,1.004
374.5,0.5637,7.317,-0.8423,4.617,-0.2386,0.6051,2.851,0.1101,4.376,9.839,-14.81,-0.7282,1.424,3.45,13.92,-5.382,-7.205,-2.997,10.03,9.709,11.96,11.09,11.2,11.25,9.848,11.36,1.255
372.3,0.5796,6.731,0.3993,4.944,-0.6613,0.2439,3.483,1.692,4.831,10.94,-14.84,-0.9012,1.424,3.729,13.95,-2.463,-7.119,-2.986,9.969,10.94,10.63,11.36,11.2,11.35,10.53,10.4,0.7202
387.5,0.3823,8.029,0.3967,4.95,-0.5184,0.4201,1.967,-1.114,4.873,7.892,-14.52,-0.3519,1.236,3.757,13.1,12.48,-7.315,-2.529,9.958,8.599,11.45,11.03,11.2,7.44,9.413,10.08,2.207
386.8,0.4725,5.761,1.543,4.736,-0.4969,0.4522,2.047,-0.6745,3.26,9.449,-14.25,-0.4606,1.247,3.621,13.1,10.13,-7.454,-2.767,8.314,8.609,10.05,11.31,9.678,7.203,9.413,10.22,1.086
375.7,0.3578,5.334,-0.4049,4.491,0.07237,0.5429,3.159,-1.112,4.629,10.48,-14.08,-0.3699,0.4295,3.427,13.13,0.932,-7.737,-2.862,8.335,11.36,8.392,10.45,12.21,8.203,10.95,10.74,4.724
385.8,0.4151,5.073,-0.7293,4.876,-0.4509,0.4649,2.112,-2.197,3.577,9.64,-14.27,-0.09061,1.231,3.063,13.51,-15.41,-7.297,-2.452,6.683,9.598,9.635,10.51,11.45,8.203,13.22,10.5,1.698
390.7,0.3031,9.413,1.657,4.662,-0.1234,0.5621,2.725,-0.3758,1.515,9.464,-13.75,0.05837,1.522,3.21,13.84,-1.792,-7.104,-2.725,7.479,9.063,9.261,12.15,11.45,7.227,9.55,10.73,2.053
366.8,0.477,7.195,1.15,4.874,-0.1917,0.4768,4.006,-0.0757,1.526,9.195,-13.92,0.05616,1.099,3.185,15.24,0.21,-7.544,-2.631,8.752,9.401,8.134,11.38,8.219,7.962,8.341,10.59,1.462
392.3,0.236,7.64,-0.5429,4.653,-0.3007,0.4791,3.191,-1.135,2.316,7.148,-13.86,0.5673,1.408,3.35,16.48,-3.902,-6.413,-2.871,8.299,8.142,10.03,10.9,3.896,5.918,6.919,10.4,2.419
369,0.4895,7.288,2.154,4.777,-0.2851,0.3897,2.741,-2.434,0.8798,7.727,-14.48,0.7603,0.8679,2.971,16.87,-0.6353,-6.656,-2.824,7.338,7.506,9.262,9.28,12.92,5.696,7.588,9.771,2.491
384.8,0.2752,7.344,0.8552,4.841,-0.2422,0.4674,1.443,-1.927,2.106,7.567,-14.85,0.3505,0.9694,2.675,16.05,3.465,-6.381,-2.754,7.175,11.41,11.33,7.499,10.21,6.169,9.27,8.489,2.927
