"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
237.1,0.5201,-0.702,-0.2458,2.757,0.4301,1.375,0.528,-8.762,2.183,-1.891,2.51,5.955,7.647,-14.25,-1.541,2.037,-2.477,2.681,-1.025,-0.2336,1.107,2.041,2.284,2.358
232.2,0.4495,-0.4366,-0.04032,2.388,-1.031,2.778,1.5,-8.528,2.409,-1.957,2.378,5.874,16.76,-14.26,-1.975,1.347,1.65,0.3795,-1.07,3.361,1.499,3.481,1.727,1.236
232.8,0.3965,-0.2268,0.01305,2.99,2.161,3.098,0.4985,-8.53,2.387,-1.916,2.369,5.512,0.2604,-13.02,-2.283,1.234,-0.2117,0.4382,-0.6979,1.792,1.263,3.197,3.365,1.73
232.7,0.4197,-0.4187,-0.1451,2.906,-0.8072,2.026,2.17,-8.176,3.135,-2.036,1.778,5.184,6.089,-11.32,-1.704,1.508,-0.2117,-0.8697,1.685,3.12,2.734,2.164,4.34,1.326
250.3,0.2516,-0.387,-0.03336,4.356,-1.335,1.4,-0.2338,-8.363,4.525,-2.061,2.102,4.916,8.323,-11.56,-1.45,1.202,0.9122,-2.102,3.354,-0.7746,4.09,3.051,4.509,4.539
232.6,0.5159,-0.6505,0.04512,4.415,0.3158,2.979,1.148,-8.63,4.134,-2.017,2.053,4.61,8.666,-10.28,-1.986,1.389,3.384,-2.212,3.097,1.709,4.171,1.323,3.747,3.193
239.6,0.476,-0.7245,-0.1538,2.576,-0.8123,1.034,2.534,-8.608,4.147,-1.718,1.912,4.813,1.813,-11.09,-2.454,2.119,3.384,2.301,3.389,1.709,2.752,2.117,3.514,0.829
229.1,0.719,-0.8103,-0.05195,2.577,-0.5172,2.045,1.359,-7.85,4.104,-1.747,2.178,4.631,14.41,-11.24,-2.147,1.986,1.468,2.221,-0.3921,2.584,3.927,1.206,3.315,2.884
234.6,0.5443,-0.6374,-0.1802,4.28,0.4309,4.14,2.433,-7.9,4.826,-1.438,2.048,4.619,5.912,-11.08,-2.07,0.6766,3.508,2.376,2.447,-0.8455,3.117,2.579,3.298,1.411
236.1,0.4025,-0.5636,-0.1421,2.739,0.3809,3.338,2.347,-8.348,3.786,-0.7358,1.941,4.895,-13.17,-10.68,-1.411,0.9976,2.9,3.576,2.024,1.404,2.455,3.689,2.638,1.498
216.6,0.7093,-0.709,-0.02238,4.438,-0.839,1.935,1.853,-9.124,3.944,-0.7392,1.755,5.178,0.1587,-10.22,-1.011,0.9205,2.287,2.201,1.446,-0.06196,1.056,2.301,1.543,0.7939
218.6,0.7183,-0.709,-0.335,4.821,-1.111,1.617,1.16,-8.711,3.512,-0.3412,1.156,5.712,1.449,-10.9,-1.231,0.1126,0.7823,1.087,1.319,-0.06196,1.639,1.325,1.449,0.8668
221.2,0.7286,-0.9171,-0.2052,4.705,1.474,0.09523,0.9885,-8.56,3.274,-0.6038,1.642,5.779,7.145,-9.924,-1.269,-0.01901,0.7823,2.285,0.3978,-0.9912,1.908,1.606,2.3,1.134
214.2,0.6629,-0.5068,-0.02467,4.326,-2.301,3.407,1.732,-8.359,2.757,-1.199,0.9806,5.178,4.974,-9.193,-1.029,-0.1622,2.062,0.9459,0.1224,-2.628,1.816,0.9082,3.745,3.777
236.7,0.4997,-0.7325,-0.1199,4.209,-1.514,3.155,1.479,-7.935,2.067,-1.54,0.7824,5.133,0.3559,-8.872,-0.9821,0.05456,1.448,-0.7978,1.163,0.5213,2.873,4.788,3.938,1.498
237,0.5071,-0.7666,-0.1388,1.781,-0.8146,1.238,2.31,-8.672,1.588,-1.54,1.17,5.067,4.391,-9.651,-1.066,1.409,1.398,0.8316,0.9447,1.09,0.9044,2.689,3.942,1.762
231.3,0.6222,-0.7878,-0.2745,2.675,1.313,3.863,1.436,-8.642,2.961,-1.389,1.127,5.541,0.3866,-10.94,-0.6235,1.058,1.398,2.719,-0.7414,1.09,0.8594,3.429,3.644,2.095
235.3,0.4305,-0.5797,0.01334,4.745,-0.04201,2.636,1.792,-8.974,2.874,-1.175,1.322,5.894,6.171,-9.983,-0.6824,0.7234,1.398,3.289,-1.142,1.506,0.9939,0.4036,3.088,1.541
215.5,0.6346,-0.352,0.195,4.484,1.877,2.354,1.158,-8.922,3.032,-1.424,1.598,6.301,13.24,-10.29,-0.7203,1.116,1.36,1.569,-1.5,3.461,1.931,1.338,1.967,1.056
231.4,0.5417,-0.6556,-0.1258,1.915,-0.7609,2.75,2.164,-9.111,3.032,-1.126,1.277,6.275,8.891,-9.403,-0.9844,-0.1187,1.772,1.675,0.3748,2.494,1.931,0.9456,1.869,1.074
217.5,0.5949,-0.4387,-0.02368,4.698,-2.071,3.389,1.622,-10.14,2.797,-0.6653,1.536,6.419,4.442,-9.185,-1.118,-0.04898,1.772,0.7283,1.42,1.314,2.38,0.7841,2.125,0.8348
235.7,0.4227,-0.4409,0.01403,2.106,0.597,1.301,1.821,-10.56,2.654,-0.2033,1.526,6.3,10.83,-9.101,-0.7903,0.08505,1.772,1.89,0.9198,1.925,2.42,1.077,2.321,0.7921
216.6,0.6111,-0.477,-0.05106,3.61,-3.213,1.637,2.373,-10.59,2.434,0.03889,2.152,5.3,4.281,-9.685,-1.326,0.08505,3.368,3.207,2.455,1.925,1.495,1.198,2.424,1.415
223.2,0.6111,-0.6326,-0.08525,4.626,-3.904,2.31,2.4,-10.85,2.293,0.5521,2.166,5.925,-7.062,-9.499,-1.298,1.212,3.368,1.886,2.846,1.896,0.9817,1.37,2.673,0.9577
222.6,0.677,-0.7413,0.1591,3.501,-3.432,2.499,2.922,-10.71,1.475,0.7924,2.239,5.313,-8.008,-9.759,-1.407,0.4351,1.335,3.117,2.831,-0.7574,4.741,3.298,3.635,2.065
231.1,0.5478,-0.7278,-0.1831,2.407,-0.8064,1.642,2.749,-10.5,1.369,1.223,2.038,6.131,-2.858,-9.759,-1.995,-0.8863,1.335,3.363,4.547,5.196,4.562,2.6,3.546,2.983
225.1,0.5151,-0.3936,0.075,3.704,3.119,1.933,1.524,-10.22,1.568,1.402,2.172,5.747,1.352,-9.379,-1.683,-0.8143,1.335,3.03,2.431,-0.8922,4.956,1.26,3.661,2.569
225.6,0.5299,-0.3936,-0.07072,3.245,3.825,1.284,1.294,-8.925,2.252,0.7831,2.263,5.852,-14.54,-9.185,-1.803,-0.0886,0.868,0.5473,0.9142,3.246,3.394,0.8184,3.134,1.006
226.4,0.5695,-0.6217,-0.2235,4.059,-2.94,3.609,2.606,-8.375,2.003,1.069,2.348,5.761,-11.88,-9.769,-1.136,0.9502,5.11,0.8568,3.017,1.979,3.348,0.7924,3.195,1.638
249.8,0.3349,-0.7798,0.07175,4.915,5.62,0.1284,2.289,-8.156,1.701,1.137,2.376,5.581,-5.337,-9.948,-1.315,0.545,2.405,1.925,2.92,0.9667,2.614,0.6685,3.177,1.588
213.1,0.7015,-0.3958,0.1977,4.074,-2.309,3.012,1.096,-8.751,2.078,0.7616,2.158,6.387,0.6132,-9.086,-1.662,0.7673,1.525,-0.05766,2.92,0.9667,3.549,-0.4352,1.951,2.661
222,0.5942,-0.6166,-0.07697,2.759,-2.793,2.761,1.359,-9.128,2.392,0.248,2.181,6.495,-11.57,-9.965,-2.096,0.3633,0.676,1.95,1.897,2.711,0.01371,1.003,3.243,1.265
232.1,0.593,-0.7843,-0.2102,3.799,0.4041,3.513,1.761,-8.119,2.059,0.3418,2.148,6.724,-17.75,-9.636,-2.161,-0.258,0.6186,2.291,1.685,-0.02638,0.1065,1.219,2.749,0.9351
234.1,0.3778,-0.3156,0.03432,4.241,1.567,3.612,1.005,-8.777,2.119,0.1272,1.79,6.781,-18.56,-10.56,-2.093,-0.5007,1.62,-0.1436,1.653,-0.02638,0.1065,1.091,2.773,0.977
213.9,0.6144,-0.3845,0.03229,4.394,2.342,0.6552,0.4431,-7.94,2.08,-0.05764,2.054,7.009,-20.7,-9.188,-2.339,-0.2162,-2.344,-0.173,0.05446,6.077,0.3627,0.4323,2.855,2.719
225.1,0.4668,-0.2396,0.3558,3.119,-1.52,1.798,1.004,-7.91,1.934,-0.3052,2.037,7.302,-12.36,-8.421,-2.468,-0.9649,2.354,-1.505,0.4914,2.101,2.219,2.936,1.325,1.897
229.1,0.4322,-0.3486,0.03905,2.05,0.4972,1.097,1.818,-8.5,1.953,-0.5334,1.45,7.873,-10.22,-8.793,-2.19,-0.2018,1.658,1.91,0.8638,2.101,2.213,3.73,2.491,1.296
227.1,0.5425,-0.3594,0.2731,2.429,0.5141,4.466,2.919,-9.074,2.602,-0.932,1.71,7.667,-14.13,-8.703,-2.043,0.4799,4.473,-2.139,2.271,6.583,2.787,4.5,2.174,2.382
221.3,0.5805,-0.4949,-0.01645,4.999,-3.108,1.915,0.535,-8.515,2.779,-1.257,1.415,7.798,-16.55,-8.618,-2.352,1.523,4.713,-2.595,2.507,-0.9902,6.469,6.434,2.687,3.936
