"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
230.9,0.5089,-0.4601,-0.08269,4.769,-1.551,4.92,0.2008,-10.31,1.143,1.849,1.765,3.246,2.094,-13.97,-1.654,0.8053,-1.635,2.593,1.484,0.0871,-3.192,0.707,2.719,2.666
223.1,0.5547,-0.445,-0.0398,4.538,-1.689,4.916,1.147,-11.06,0.8251,0.5206,1.629,3.716,-0.4004,-12.92,-1.766,0.08266,0.1408,3.817,0.3498,0.6247,-1.619,2.083,3.997,1.504
235.9,0.3848,-0.3888,0.03955,4.064,4.153,4.174,0.03866,-11.1,0.6454,-0.8237,1.689,4.138,-0.9252,-11.89,-1.594,0.8723,3.006,3.252,-0.3507,-1.631,-1.885,3.615,3.892,2.648
239.3,0.358,-0.3452,0.06272,1.663,-1.049,3.565,2.049,-10.89,1.167,-1.182,1.833,4.066,3.116,-12.14,-1.526,1.24,2.473,4.105,2.397,0.2992,-0.3859,1.956,5.1,1.491
254.5,0.1906,-0.2127,-0.08889,1.703,-1.012,3.156,0.6735,-10.4,1.572,-1.374,1.758,3.077,-2.696,-12.28,-2.389,1.351,-1.485,3.777,2.781,4.621,-0.05526,1.055,4.696,1.838
231,0.5252,-0.422,-0.0001412,2.806,0.5081,3.868,0.6021,-10.1,1.713,-1.125,1.955,4.042,-0.4733,-12.44,-2.699,0.3971,2.059,1.281,2.794,1.174,1.442,0.2351,4.965,3.585
242.8,0.3543,-0.4211,-0.1507,4.803,-1.281,2.534,4.208,-10.03,2.585,-1.317,2.226,3.759,1.279,-12.18,-3.316,0.8868,3.879,1.086,2.101,1.878,3.283,1.846,5.171,3.303
242.6,0.4126,-0.6513,-0.03014,2.541,-0.3173,0.9863,2.822,-9.549,2.49,-1.976,2.176,4.278,-5.956,-11.53,-2.802,1.839,5.486,1.736,2.497,0.9039,4.384,2.581,4.636,2.437
234.8,0.4217,-0.4488,-0.1345,3.421,-1.376,0.93,4.218,-10.28,2.347,-1.998,1.986,4.43,-5.111,-11.65,-1.874,3.405,3.015,-1.317,2.303,7.29,3.558,3.6,3.653,2.167
222.7,0.5829,-0.3216,0.2166,4.677,-0.1612,4.132,2.562,-9.731,2.734,-2.264,2.171,5.056,2.505,-10.46,-1.448,2.952,3.015,2.721,2.137,1.918,2.836,2.484,3.423,0.5871
228.5,0.6784,-0.846,-0.08325,4.255,-1.81,1.769,2.294,-9.679,2.385,-2.411,2.232,5.128,4.324,-11.31,-1.79,3.424,2.344,3.503,2.372,1.454,2.422,4.211,3.048,2.553
222.3,0.6124,-0.3702,-0.07026,1.427,-1.476,1.307,4.996,-10.31,2.066,-2.46,2.031,5.1,11.76,-10.82,-1.291,3.313,3.347,4.213,2.676,7.203,1.797,5.526,2.598,2.382
232.7,0.6631,-0.6898,-0.419,3.621,-2.691,1.692,2.749,-10.67,2.07,-2.384,2.072,5.954,10.8,-9.295,-0.927,1.76,1.49,3.66,1.099,3.839,3.306,2.795,3.448,1.098
209.1,0.9191,-0.6215,-0.1934,2.721,-0.2738,1.767,4.765,-9.901,2.545,-2.595,2.422,5.061,11.17,-9.95,-0.7331,1.68,3.512,3.74,3.405,3.004,5.219,3.126,4.849,1.534
258.7,0.2465,-0.6215,-0.06806,4.167,-3.254,0.1522,2.614,-10.08,2.545,-2.402,2.351,5.641,2.424,-9.904,-0.9027,1.907,2.054,1.667,4.373,3.004,4.419,2.612,4.597,1.199
