"deviance","gbar","gdbar","gdres","gdsig","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
528.1,0.539,3.462,2.204,4.989,-0.6896,-0.1711,0.4915,-1.426,3.634,19.26,-7.759,10.2,7.219,2.571,7.273,15.27,-11.55,-8.515,22.51,18.93,15.21,15.83,19.01,19.87,22.73,31.37,4.425
525.5,0.6194,5,0.8557,4.939,-0.7411,-0.2083,1,0.1048,4.248,21.44,-7.314,9.695,5.871,2.819,7.981,5.29,-11.45,-7.53,20.39,19.18,17.85,17.21,22.66,20.95,20.55,33.96,4.282
527.1,0.6406,2.787,1.671,4.984,-0.6717,-0.02487,2.738,-1.435,4.793,19.05,-8.06,10.55,5.059,2.813,6.509,11.52,-11.37,-7.657,21.47,20.28,16.46,16.46,22.51,21.54,15.15,33.98,4.999
524.4,0.5885,3.711,1.823,4.94,-0.572,0.03098,1.459,-2.124,4.198,22.18,-8.214,10.05,4.429,2.524,6.463,8.04,-11.46,-7.541,20.91,22.83,17.76,17.88,17.58,22.26,20.51,33.72,4.681
521.2,0.6243,4.744,2.467,4.833,-0.5241,-0.2623,1.324,-0.6003,3.358,23.35,-7.467,10.51,3.849,2.294,6.908,16.42,-11.32,-7.3,19.6,26.99,13.83,18.14,21.25,25.56,18.42,33.54,4.559
528,0.7136,3.072,0.4003,4.953,-0.87,-0.1781,1.597,-2.299,2.068,17,-7.492,10.42,4.666,2.237,7.337,5.63,-11.49,-7.529,19.92,20.43,11.79,17.91,13.01,26.47,16.16,32.7,4.501
513.3,0.7136,4.033,0.3195,4.967,-0.492,-0.3609,1.928,-1.851,4.892,20.66,-8.184,10.76,3.841,2.334,7.368,-1.784,-11.5,-7.299,19.22,18.21,9.145,18.4,16.92,24.56,17.51,32.43,4.652
529.1,0.6251,5.432,3.212,4.911,-0.6128,-0.14,2.692,-1.477,3.414,18.15,-8.064,10.65,4.013,2.828,7.397,5.294,-11.48,-7.584,21.33,25.23,10.35,19.13,18.2,24.34,16.6,32.68,4.915
523.8,0.6667,3.683,0.7325,4.995,-0.6634,-0.2805,4.8,-1.19,4.445,22.03,-8.855,10.38,3.73,2.799,7.111,-7.346,-11.52,-7.523,21.77,17.01,16.66,19.7,14.73,23.71,19.54,33.48,4.586
522.6,0.7068,4.211,0.9348,4.997,-0.7021,-0.3028,0.9307,-0.9604,3.521,20.82,-9.016,10.45,3.633,2.696,7.147,0.4994,-11.5,-7.545,23.52,15.55,15.99,19.32,19.4,24.65,18.12,32.99,4.75
538,0.65,5.08,0.8566,4.987,-0.7048,-0.3884,0.9305,-1.978,3.617,22.8,-9.051,10.51,3.259,2.487,7.456,-18.34,-11.74,-7.509,21.97,27.12,17.17,18.89,17.74,25.21,20.15,32.84,4.63
525.9,0.65,2.742,2.003,4.98,-0.77,-0.4448,3.017,-5.603,4.653,21.08,-9.357,10.26,4.483,2.253,7.136,-8.33,-11,-7.851,22.16,18.74,17.36,17.25,18.68,24.16,21.4,32.46,4.37
531.2,0.6992,4.985,2.212,4.952,-0.9131,-0.2145,1.475,-2.897,3.697,21.51,-9.107,9.344,4.947,2.109,7.632,0.5862,-10.86,-8.257,21.69,17.89,19.15,16.41,21.97,24.27,23.23,32.75,4.879
528.7,0.5053,3.705,2.227,4.836,-0.6316,-0.07088,1.585,-0.839,3.781,25.52,-9.168,10.74,6.605,2.06,8.744,18.16,-10.3,-9.019,23.73,27.28,19.7,16.22,23.65,26.54,31.12,32.9,4.563
546.9,0.2749,3.744,2.99,4.928,-0.3498,-0.04194,0.9808,-0.8146,3.912,24.19,-9.816,9.906,6.437,2.108,8.476,8.121,-10.47,-9.114,23.87,23.88,19.08,16.67,26.07,25.7,30.68,33.12,3.298
530.5,0.5919,6.195,0.3794,4.924,-0.6697,-0.06176,2.329,-2.763,1.551,23.48,-10.41,9.022,6.185,1.776,8.417,6.934,-10.04,-8.995,22.78,16.95,19.33,16.31,18.63,25.6,31.56,32.58,4.975
519.1,0.7287,4.128,1.958,4.946,-0.743,-0.2401,2.897,-1.179,0.7886,26.62,-10.55,7.927,4.689,1.939,8.426,-2.313,-10.07,-8.899,22.5,22.79,21.96,18.4,20.42,27.32,33.64,32.71,4.406
515.5,0.7394,4.746,1.466,4.91,-0.6496,-0.1425,2.819,-1.869,2.875,25.77,-11.2,7.846,4.464,2.294,8.158,-13.62,-10.41,-9.311,24.53,29.17,19.96,19.05,20.59,28.89,27.45,31.59,4.968
524.6,0.731,5.589,2.606,4.837,-0.5005,-0.02832,0.2784,-0.8378,0.8193,24.7,-10.52,8.062,4.883,2.314,7.044,2.384,-10.23,-9.101,24.17,30.99,19.83,18.84,25.66,26.74,29.59,31.94,4.255
529.2,0.6133,4.804,2.402,4.988,-0.7314,-0.539,1.074,-0.9866,4.563,25.54,-10.6,7.063,4.485,1.819,6.112,3.256,-10.26,-8.97,25.03,30.21,23.69,19.61,25.75,23.09,26.97,31.49,3.684
542.6,0.4208,3.936,3.124,4.905,-0.6361,0.1273,2.957,-1.263,3.571,25.3,-9.787,8.551,4.3,1.702,5.946,-2.746,-10.59,-8.481,23.22,27.1,21.82,19.35,24.32,24.45,26.94,31.31,3.098
540.1,0.4212,5.533,2.767,4.957,-0.5179,-0.1722,1.826,-1.827,4.702,23.44,-9.432,8.91,4.304,1.729,4.991,8.466,-10.23,-8.33,21.97,24.96,23.34,18.14,19.24,22.74,26.78,31.21,3.544
525.9,0.5405,3.345,1.675,4.963,-0.5179,-0.1722,1.268,-0.5484,4.557,23.34,-9.201,8.626,4.919,1.716,4.564,27.85,-10.32,-8.569,21.63,25.89,23.65,19.23,16.57,22.06,25.1,31.81,4.46
537.7,0.5798,3,1.268,4.969,-0.6352,-0.1722,0.1274,-1.272,3.792,22.77,-8.826,8.979,3.627,2.122,3.901,11.81,-10.56,-9.768,20.46,21.13,23.55,19.22,22.49,24.47,26.42,30.41,3.232
531.2,0.4628,3.268,2.733,4.899,-0.346,-0.04768,1.251,-1.676,1.549,23.34,-9.135,9.212,4.172,1.996,4.558,2.427,-10.29,-9.209,20.91,19.88,23.57,18.94,23.91,22.1,23.76,30.42,3.374
543.3,0.4749,6.21,-0.4749,4.834,-0.7068,-0.2221,2.702,-5.09,3.107,23.67,-9.313,9.318,4.317,1.717,4.246,5.356,-10.97,-9.466,19.17,22.38,26.72,17.72,24.62,23.16,22.95,31.08,2.414
530.3,0.5276,3.479,2.358,4.89,-0.6537,-0.2175,0.622,-1.558,4.899,19.74,-9.31,9.279,6.293,2.218,3.962,8.418,-11.31,-9.627,18.35,20.29,25.24,18,27.67,21.96,25.09,31.64,4.663
527.3,0.6045,3.539,1.237,4.809,-0.7845,-0.3058,4.846,-4.101,3.523,20.66,-9.634,8.976,6.273,2.107,4.457,14.42,-11.42,-9.401,18.1,15.63,27.53,20.62,22.7,21.31,25.61,31.63,3.579
527.9,0.6812,4.114,1.877,4.826,-0.8922,-0.2815,0.7612,-0.9165,4.257,22.69,-9.858,9.348,4.985,1.946,5.163,7.413,-11.5,-9.46,20.54,15.93,27.89,18.47,20.46,21.7,25.84,30.48,4.171
525.9,0.5734,4.028,1.397,4.941,-0.5743,-0.1004,0.2935,-1.61,3.174,25.57,-9.282,9.082,5.775,2.259,4.753,12.48,-12.08,-9.803,20.34,25.51,19.96,21.06,22.33,21.02,26.23,30.5,3.677
522.5,0.659,1.664,2.41,4.987,-0.5743,-0.1877,3.129,-0.5597,4.902,22.33,-9.729,8.493,5.314,2.318,4.814,12.48,-11.74,-9.736,19.42,24.61,22.21,20.45,22.05,22.13,24.77,30.32,4.596
536.5,0.4431,5.907,2.173,4.982,-0.6873,-0.1822,2.508,-0.7997,3.429,21.82,-9.436,8.395,6.216,1.717,4.412,8.281,-12.05,-9.771,20.72,19.51,16.81,20.19,17.91,23.99,20.55,30.54,3.593
525.8,0.6417,4.186,3.133,4.874,-0.69,-0.2466,4.334,-1.97,3.321,21.5,-9.594,8.615,6.656,1.568,3.578,10.81,-11.77,-9.206,20.12,25.46,15.34,19.1,8.933,23.52,21.97,30.9,4.166
519.8,0.5382,5.318,1.004,4.956,-0.454,-0.00239,3.12,-2.408,3.97,18.09,-9.775,8.414,7.354,1.498,4.281,15.02,-11.84,-9.354,23.36,10.31,20.96,20.27,15.08,23.97,18.58,30.6,4.082
543.7,0.3356,3.937,1.337,4.979,-0.4928,-0.05587,2.429,-0.002759,3.979,22.06,-9.403,8.739,7.158,1.172,3.674,-12.48,-10.98,-9.483,25.31,24.19,20.12,19.69,21.79,17.3,20.79,31.11,3.621
519.3,0.5914,4.963,1.701,4.971,-0.6583,-0.4552,4.312,-0.547,3.194,24.36,-9.761,8.826,6.96,1.007,4.726,-0.6527,-9.923,-9.628,24.6,24.09,19.16,18.38,23.52,17.71,22.02,31.01,4.848
533.5,0.5025,4.718,3.778,4.916,-0.6392,-0.282,1.277,-1.679,2.703,20.35,-9.761,8.181,7.148,1.461,5.135,-7.476,-10.16,-9.73,25.77,20.4,21.42,18.61,16.67,19.24,20.91,30.93,3.968
525.7,0.4805,3.78,2.443,4.801,-0.6104,-0.2079,1.868,-2.042,1.967,21.45,-10.51,7.279,7.165,1.479,5.936,-14.53,-9.857,-9.582,26.04,20.18,22.81,17.66,16.36,15.53,19.89,30.55,3.961
531,0.511,4.208,0.2075,4.576,-0.6866,-0.1147,4.405,1.603,0.2669,20.01,-9.865,7.902,7.254,1.45,6.146,-17.84,-9.802,-9.637,26.94,16.86,20.25,19.05,12.99,14.7,20.18,29.76,4.795
523.6,0.7357,5.436,4.44,4.949,-0.8142,-0.557,3.103,0.8461,2.883,20.16,-9.933,9.106,8.475,1.114,4.306,-13.25,-10.94,-9.171,26.31,22.87,21.74,16.41,19.31,16.2,20.78,29.47,4.314
520.4,0.7829,5.495,1.61,4.925,-0.6532,-0.3141,1.325,-2.273,4.109,20.72,-8.786,9.631,8.358,1.16,3.727,-9.643,-11.11,-8.955,24.94,22.72,22.23,15.01,20.44,16.78,22.63,30.48,4.713
520.6,0.7518,5.596,3.134,4.938,-0.8573,-0.3769,3.885,-0.1852,2.912,17.67,-8.888,9.948,8.632,0.9042,2.949,2.68,-10.6,-8.776,22.43,17.5,19.63,16.42,11.04,17.97,21.01,30.9,3.906
531.3,0.634,4.655,1.67,4.509,-0.7055,-0.4,2.44,-1.055,1.278,24.8,-9.78,8.879,8.525,0.8965,2.397,-7.345,-10.65,-9.111,23.82,24.83,18.74,16.88,24.24,18.36,19.46,31.84,4.036
530,0.5551,3.822,2.265,4.732,-0.4786,-0.1448,2.491,-1.608,4.051,17.1,-9.173,9.521,7.294,0.9649,2.24,15.11,-10.03,-8.742,22.93,19.81,17.75,15.87,23.18,20.08,12.98,32.26,4.694
533.4,0.4809,5.208,1.234,4.923,-0.4636,-0.3495,4.989,-5.538,2.624,19.28,-9.187,9.872,5.802,0.841,3.45,12.68,-10.16,-8.679,23.48,24.56,19.9,15.96,13.08,19.77,13.35,32.2,4.324
536,0.4345,5.095,1.852,4.916,-0.7136,-0.3632,1.188,-1.636,4.04,21.68,-9.258,10.02,5.842,1.184,5.435,-4.473,-10.14,-8.714,23.87,20.5,18.59,16.5,21.56,19.23,14.72,31.87,3.851
518.8,0.7025,4.448,2.547,4.688,-0.6492,-0.1885,1.887,-2.292,4.163,21.82,-9.514,10.2,5.802,1.542,5.411,-3.804,-10.08,-8.988,24.19,16.24,21,14.69,21.94,23.2,16.1,31.13,4.997
535.5,0.4085,3.744,3.525,4.975,-0.5831,-0.2078,2.022,-1.381,1.14,17.77,-9.544,10.76,4.799,1.308,5.467,-14.59,-10.43,-8.988,23.77,5.557,22.18,14.44,22.89,23.13,14.79,31.22,4.552
533.8,0.436,4.409,1.678,4.821,-0.4741,-0.1913,1.421,-1.204,1.947,18.64,-10.09,11.81,4.883,1.203,5.687,4.907,-11.17,-9.501,26.54,13.61,21.39,13.75,23.75,21.38,17.33,32.06,4.752
534.4,0.6287,6.738,2.947,4.981,-0.7565,-0.4066,1.112,-2.078,1.478,21.53,-10.58,12.95,3.369,1.08,5.883,-2.239,-11.01,-9.436,26.97,19,13.44,14.42,25.16,21.5,18.28,33.47,4.431
