"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
349.4,-0.01937,-0.2971,0.285,0.7244,-1.016,0.8649,12.25,-2.36,8.636,1.592,1.022,9.741,9.268,-3.548,-1.716,15.3,10.19,7.012,12.78,17.59,8.485,15.36,14.71,2.786
338.7,0.1476,-0.2395,0.2402,0.1096,-0.9811,3.45,9.987,-2.75,8.776,1.465,1.071,11.91,-1.642,-3.721,-1.422,16.24,11.27,9.522,12.73,15.95,8.301,16.8,14.82,3.608
357.9,-0.1485,0.001676,0.2567,0.3431,-0.7172,1.004,14.72,-2.772,8.168,1.792,1.043,11.13,-0.7098,-3.27,-1.338,14.4,12.2,7.373,11.37,14.06,9.004,16.64,14.62,3.821
361.3,-0.1896,-0.1965,0.2973,0.3902,-0.8836,0.1172,11.93,-2.884,8.58,2.231,1.152,11.13,3.905,-3.255,-1.718,14.98,11.85,7.726,11.42,5.658,9.21,17.46,14.51,4.128
355.2,-0.0581,-0.2734,0.2757,0.5816,-0.764,4.217,13.51,-2.005,8.188,2.755,1.202,10.85,9.366,-3.732,-2.014,14.55,13.17,12.3,11.27,18.69,10.06,14.25,14.13,2.138
376.5,-0.3494,-0.1639,0.422,0.3525,-0.8234,0.9561,11.8,-2.008,8.358,2.517,1.232,9.633,11.79,-3.921,-2.205,13.72,11.71,11.45,11.44,12.94,11.92,11.46,14.85,1.352
365.6,-0.1972,-0.3063,0.2793,0.2934,-0.8717,1.145,12.02,-1.3,8.554,3.669,1.152,8.561,5.158,-3.85,-2.834,12.21,12.35,11.62,11.25,11.1,12.24,10.71,14.47,1.165
343.4,0.02229,-0.3271,0.2273,3.122,-0.1643,1.736,11.3,-2.42,8.492,3.094,1.021,8.604,-3.255,-4.209,-2.844,10.92,14.27,9.896,12.38,9.929,12.51,8.995,14.72,2.145
347.4,-0.02686,-0.2763,-0.007612,3.898,-1.08,4.728,12.49,-2.365,8.319,2.468,1.101,9.007,10.4,-4.868,-2.832,10.18,13.75,10.94,14.06,14.87,12.34,10.55,16.12,1.73
347,0.01292,-0.2359,0.1421,4.636,1.978,4.62,9.994,-1.78,7.792,3.977,0.7854,9.643,5.613,-4.476,-3.257,10.54,7.893,14.37,12.26,5.517,12.69,10.22,15.56,3.087
348.8,-0.05882,-0.2047,0.09055,1.323,-1.041,3.032,15.05,-1.523,7.705,3.003,0.5759,8.329,-2.886,-4.126,-3.589,12.84,12.93,13.23,10.54,15.55,13.5,14.05,15.9,4.212
363.9,-0.1427,-0.2047,0.229,1.908,-0.849,3.684,13.91,-1.603,7.513,3.524,0.5697,8.35,6.578,-4.617,-3.633,16.5,20.05,12.42,9.846,12.24,12.82,13.95,15.31,2.428
359.3,-0.09108,-0.1869,0.3609,0.9049,-0.7631,4.611,13.27,-1.144,7.549,3.548,0.6901,8.633,7.608,-4.768,-3.116,16.38,18.81,13.7,10.61,13.95,14.54,12.56,14.92,3.566
348,-0.01095,-0.3511,0.06258,0.5538,-0.6129,1.445,14.07,-1.026,7.711,4.15,0.5662,8.621,-0.9656,-4.549,-3.334,14.49,17.71,13.49,10.02,16.38,14.55,13.58,16.22,2.21
353.1,-0.05356,-0.4118,0.07784,1.075,-0.7983,4.942,11.16,-1.668,7.399,3.577,0.5977,9.526,-11.33,-4.573,-3.287,13.95,11.39,14.04,10.09,11.98,13.86,13.49,16.32,3.762
356,-0.05356,-0.2903,0.2335,0.5388,-0.5201,0.961,13.16,-1.759,7.479,3.324,0.5797,10.38,-13.72,-4.699,-3.476,14.33,12.71,14.2,11.86,11.73,14.14,17.38,16.79,2.009
368.1,-0.2515,-0.03724,0.105,0.7251,-1.11,2.635,14.3,-1.472,7.433,2.491,0.7675,10.69,-5.805,-4.647,-2.883,14.93,12.91,13.37,13.31,13.95,11.8,12.94,16.5,1.357
361,-0.1913,-0.173,0.3449,0.382,-1.265,3.068,13.58,-2.016,7.609,2.657,0.8876,9.833,19.52,-4.654,-2.574,15.23,15.46,11.87,13.1,12.68,12.53,12.92,16.27,1.079
342.8,0.02577,-0.1087,0.2352,0.9783,-0.9723,3.596,13.24,-1.243,7.472,2.53,0.76,9.378,25.27,-3.793,-2.675,15.43,10.94,11.82,13.34,13.39,11.66,14.72,16.29,1.138
343.5,-0.04276,-0.1066,0.2803,0.8354,-0.9553,3.818,12.49,-2.315,7.143,2.012,1.057,10.17,15,-4.081,-2.552,14.16,12.6,13.2,12.58,12.69,10.85,12.18,16.73,2.878
350.4,-0.04276,-0.1775,0.2864,0.989,-1.554,2.31,14.29,-2.444,7.071,1.577,0.6168,10.16,0.7404,-4.205,-3.216,14.45,14.31,13.78,13.46,10.71,11.57,12.17,15.96,2.755
345.8,0.1,-0.3145,0.1872,1.17,-1.814,4.849,14.83,-3.117,7.286,2.509,0.4108,9.033,1.615,-4.62,-3.551,15.61,13.16,13.31,14,14.05,11.72,13.67,15.28,1.286
341.8,0.1,-0.3625,0.1779,2.073,-1.885,0.1262,14.29,-3.565,7.021,2.321,0.3361,9.421,-3.415,-4.824,-3.938,14.38,14.57,10.88,13.97,14.31,11.31,14.12,16.85,2.728
352.9,-0.0321,-0.2349,0.3605,1.167,-1.295,0.7349,14.85,-3.178,6.964,1.859,0.4343,9.293,2.544,-4.678,-4.038,14.05,10.7,10.6,12.64,18.31,12.96,14.81,16.46,2.61
362.3,-0.2392,-0.04131,0.169,0.5553,-0.8577,2.613,14.75,-3.257,6.681,1.806,0.3058,9.437,6.706,-4.481,-3.845,13.69,17.84,9.291,13.71,15.1,14.77,12.87,16.4,1.979
366.5,-0.1763,-0.3304,0.169,1.558,-0.4329,0.8331,15.35,-2.636,6.779,2.304,0.1269,8.985,11.79,-4.175,-4.007,15.15,17.28,11.67,12.85,21.48,14.97,14.2,15.46,3.279
348.8,-0.08672,-0.2047,0.169,1.828,-1.012,3.128,14.85,-3.134,6.572,2.107,0.04541,9.196,8.121,-4.603,-3.801,16.04,13.27,16.85,12.48,15.21,15.04,13.35,15.27,1.424
346.1,0.02454,-0.3502,-0.2287,3.247,-5.426,2.134,14.74,-3.273,6.817,2.427,-0.1526,9.056,-9.887,-4.024,-4.032,15.03,13.89,14.23,13.95,15.68,14,13.78,15.87,0.8839
338.9,0.1628,-0.4613,-0.2287,0.8644,-0.9283,4.737,15.34,-2.87,6.859,2.76,-0.417,7.675,-8.362,-4.153,-4.886,15.29,14.4,14.45,13.19,16.93,14.37,16.13,16.04,1.34
344.9,0.02021,-0.1753,0.1957,0.1994,-1.194,3.328,14.77,-2.949,6.343,2.762,-0.6085,8.953,-9.106,-3.903,-4.381,14.07,14.07,13.86,13.54,15.54,15.02,15.15,16.06,1.139
352.8,-0.1113,-0.1753,0.1705,0.1218,-0.8613,1.041,14.24,-3.137,6.492,2.192,-0.5945,8.628,-11.1,-4.103,-4.56,15.18,13.76,14.29,13.14,14.82,14.61,14.34,15.91,2.236
