"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
329.2,0.0945,-0.3337,0.2678,0.8596,-0.4174,0.2689,17.06,-6.292,8.879,8.082,-0.6106,10.1,1.903,-4.918,-4.518,18.66,12.77,15.65,16.06,17.16,16.95,19.88,22.62,2.906
363.4,-0.2632,-0.2584,0.3008,0.5474,-0.8034,2.269,15.14,-7.209,8.525,8.543,-0.6764,10.35,-0.7,-4.097,-4.323,21.02,10.77,14.41,15.81,11.81,16.97,15.4,22.44,2.995
331.8,0.1346,-0.3212,0.3933,0.8278,-0.5558,4.933,19.07,-6.815,8.542,9.252,-0.1084,11.09,-2.469,-4.73,-4.49,20.66,18.29,14.62,17.89,9.21,15.57,15.35,23.23,4.734
336,0.02888,-0.4177,0.03264,1.342,-0.6133,3.159,18.61,-7.042,9.017,9.409,-0.2905,11.33,-5.667,-4.718,-4.653,18.72,16.64,11.95,17.24,9.371,16.12,16.33,24.11,4.519
334.4,0.03278,-0.2122,0.2909,2.42,-1.619,1.679,16.79,-6.759,8.507,9.781,-0.494,10.8,-12.81,-4.507,-4.12,21.47,16.76,15.52,15.36,15.48,14.41,17.48,24.26,3.402
356.4,-0.1568,-0.2251,0.2909,1.109,0.2948,4.443,18.89,-6.747,9.47,9.821,-0.5549,10.54,-2.267,-4.708,-3.983,20.94,23.8,16.87,15.03,17.62,18.67,26.42,23.51,3.794
343.9,-0.01234,-0.6008,-0.07869,2.01,-2.01,1.923,20.48,-6.836,9.142,9.43,0.02594,10.47,-11.31,-5.092,-3.884,23.69,18.44,11.45,15.38,23.54,17.87,26.33,23.06,3.274
334.9,0.03035,-0.2905,0.09105,0.9395,-0.9239,1.175,18.38,-5.729,9.916,9.868,-0.05566,10.68,-2.389,-4.582,-4.247,23.86,13.19,16.24,15.17,20.01,18.19,27.23,24.44,3.36
345,-0.07306,-0.1866,0.3396,0.7469,-0.09413,3.508,21.64,-6.871,9.606,9.915,-0.007215,9.529,0.5903,-4.21,-4.805,25.39,19.79,17.21,15.71,23.82,19.09,23.39,24.03,2.675
347.1,-0.1445,-0.2785,-0.01008,1.399,0.02913,0.5676,18.48,-6.463,9.664,8.57,0.4135,8.928,7.411,-4.604,-5.293,24.83,19.72,17.17,16.48,14.67,18.99,18.12,24.24,4.197
363.9,-0.2373,-0.4826,-0.0009919,4.585,0.5141,4.627,19.8,-7.086,9.421,9.237,0.3332,8.459,-33.19,-4.486,-5.994,23.97,17.36,16.59,18.22,19.87,18.58,19.93,23.55,1.958
344.8,-0.06025,-0.4223,-0.006875,1.978,0.8945,3.305,23.38,-7.106,9.215,8.933,0.3172,8.076,-14.08,-5.022,-6.923,26.32,19.39,15.05,17.34,16.54,21.55,18.79,23,4.809
372.9,-0.3698,-0.3558,0.2072,4.478,-3.438,1.169,19.81,-7.105,9.283,8.504,0.09738,8.822,-10.92,-5.094,-6.77,25.87,22.45,14.92,16.45,18.68,22.57,15.56,23.44,4.707
338.9,-0.03179,-0.3919,0.1126,0.9705,-0.6782,2.943,20.29,-6.502,9.163,6.846,0.2722,8.493,-11.9,-4.569,-6.1,25.13,19.17,12.1,15.08,24.06,22.2,20.68,23.28,3.819
343.3,-0.141,-0.04393,0.1478,1.653,-0.7686,2.223,20.91,-6.518,8.461,6.756,0.01684,8.508,-9.915,-4.889,-5.558,26.41,26,18.27,15.17,24.44,22.47,19.32,23.52,4.717
355.1,-0.1608,-0.2117,0.2092,3.818,1.09,0.8954,21.36,-6.402,8.616,6.407,0.1068,8.958,-5.107,-5.093,-5.151,23.9,22.8,19.51,15.25,24.5,17.44,18.05,23.11,3.651
358.6,-0.1985,-0.2085,0.1851,0.5966,-1.298,2.707,17.87,-6.271,8.658,6.041,0.2939,10.01,-4.507,-4.428,-5.958,25.99,20.78,20.93,13.63,16.14,14.76,17.07,23.49,3.384
346.1,-0.0437,-0.3578,0.2779,2.214,1.344,2.899,20.36,-5.839,8.553,5.915,0.4914,10.46,-9.884,-4.452,-5.755,24.37,22.01,20.64,14.74,21.7,15.94,20.63,22.69,4.762
349.2,-0.09763,-0.2204,0.4034,3.421,1.071,0.305,18.49,-6.268,9.152,5.077,0.3379,10.37,-1.556,-5.819,-5.76,23.65,20.56,20.95,14.74,21.36,20.61,20.46,22.37,2.39
340.3,-0.07841,-0.1243,0.1837,0.4651,-0.7277,4.82,19.78,-5.924,9.944,3.8,0.3427,9.839,8.794,-5.462,-5.819,23.82,22.3,19.4,14.82,18.18,19.47,18.61,23.22,2.172
354,-0.106,-0.3883,0.2782,1.233,-0.5437,3.662,20.47,-5.602,9.758,3.971,0.2256,10.08,5.92,-6.273,-5.653,22.52,22.11,15.49,13.73,22.53,17.89,12.68,23.95,4.193
339.8,0.006071,-0.2967,0.3187,0.7917,-1.06,0.697,17.14,-5.322,9.639,3.02,0.1043,10.47,12.14,-6.841,-6.049,19.85,15.19,18.27,13.97,15.5,16.74,16.59,23.16,4.244
347.9,-0.134,-0.1009,0.1547,0.8729,-0.8215,1.049,20.04,-5.298,10.1,3.791,0.2447,10.59,2.705,-7.536,-5.79,20.02,24,20,14.95,16.17,16.42,16,23.39,2.847
346.4,-0.1134,-0.2002,0.08752,0.9014,-0.3632,2.358,19.02,-5.259,10.49,3.542,0.1671,9.524,6.744,-8.387,-6.062,19.89,24.33,20.84,14.96,17.95,16.38,18.25,24.08,3.425
341.9,-0.04009,-0.2184,0.07461,3.375,-2.053,2.035,18.38,-4.384,9.923,3.087,0.01646,8.571,2.589,-8.678,-6.031,22.3,20.78,19.76,14.83,14.14,20.22,18.08,24.71,4.263
358.3,-0.06347,-0.3733,-0.1389,1.082,-1.27,2.343,21.42,-4.038,9.91,4.167,-0.01648,7.573,3.093,-8.994,-6.155,22.28,23.52,19.53,15.77,24.38,20.25,18.88,24.33,2.466
352.4,-0.02504,-0.4474,0.1923,0.3524,-0.469,1.854,17.28,-4.159,10.07,4.807,0.0567,6.599,7.838,-8.72,-5.951,19.91,23.34,18.51,15.78,18.17,18.76,18.74,23.7,3.928
344.6,-0.07757,-0.1906,0.1033,0.6091,-0.7017,0.8314,19.75,-4.487,9.248,5.884,-0.2256,5.951,5.762,-8.595,-6.027,20.29,20.16,17.41,15.47,23.7,19.31,17.74,23.72,3.375
349.4,-0.1394,-0.1906,0.09869,4.784,-1.963,0.222,18.43,-4.766,9.378,6.762,-0.6179,6.099,1.299,-8.076,-6.019,20.29,24.04,17.52,15.51,20.64,18.16,19.21,23.77,1.975
342.6,0.03097,-0.2916,0.1651,1.667,-1.448,1.023,19.48,-4.755,8.94,5.306,-0.4117,5.277,-2.606,-8.156,-6.337,19.29,24.06,18.1,16.07,22.09,20.01,21.92,23.04,2.211
343.8,-0.02744,-0.1454,0.3242,1.389,-0.5957,1.833,19.97,-4.842,8.835,5.631,-0.3969,5.961,0.2925,-7.951,-6.428,20.11,18.29,20.85,18.28,14.9,20.96,21.22,21.61,3.111
364.3,-0.1895,-0.3763,0.08726,1.549,0.4771,2.461,19.79,-5.027,8.958,5.29,-0.5145,5.788,-0.6809,-7.565,-6.365,19.59,20,21.31,18.73,18.05,19.83,20.7,23.24,1.754
