"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
456,2.999,-1.461,-0.9115,1.239,-0.1487,3.689,5.083,-1.26,2.095,-10.4,6.644,0.2798,0.1883,-3.055,9.247,4.836,5.599,5.529,5.797,5.094,4.938,6.201,6.606,0.9057
459.5,2.665,-0.9905,-0.583,0.4501,-0.8042,4.268,5.427,-1.479,1.939,-10.34,7.002,0.6528,5.312,-3.2,9.115,6.197,4.744,4.924,5.727,5.033,5.001,5.139,6.412,0.5591
449.4,2.677,-0.8038,-0.5667,0.1553,-0.8793,4.151,5.103,-1.543,1.761,-9.99,6.995,0.3171,4.014,-3.184,8.867,5.661,4.744,4.863,5.335,5.033,4.588,5.248,6.75,0.8028
445.4,2.985,-1.171,-1.029,0.433,-0.2122,3.951,5.673,-1.655,1.568,-10.37,7.132,0.4029,10.62,-3.481,8.452,5.283,5.938,4.754,5.335,5.033,6.886,4.981,7.952,1.623
442.5,3.024,-0.9718,-1.062,0.3506,-0.6233,3.902,6.201,-1.806,1.694,-10.45,7.225,-0.101,-0.804,-3.262,8.597,4.609,5.041,5.133,4.664,5.033,6.714,4.147,8.396,1.687
442.1,2.912,-0.9718,-0.9915,0.2429,-0.6761,3.895,5.757,-2.11,1.457,-10.49,7.096,-0.4218,3.5,-3.404,9.014,3.421,3.668,4.373,4.664,4.499,8.23,3.258,7.964,2.214
469.1,2.679,-1.158,-0.619,0.402,-0.5827,4.624,6.067,-1.688,1.59,-10.42,7.147,-0.5032,-5.452,-3.189,9.091,4.7,9.016,7.513,4.664,4.499,8.983,3.753,7.755,3.321
446.1,2.885,-1.079,-0.5362,0.8065,-0.8407,4.902,7.404,-1.423,1.693,-9.992,6.99,-0.2521,-7.211,-2.744,8.731,4.635,7.038,7.513,5.526,5.81,7.607,5.306,6.697,1.891
423.1,2.891,-0.8511,-0.4482,0.807,-0.4091,2.189,5.392,-1.921,1.713,-10.31,7.083,0.2162,-15.45,-3.207,8.798,3.311,3.639,7.521,5.413,5.757,7.42,5.653,7.332,1.562
432.6,2.715,-0.801,-0.4534,0.5353,-0.4406,2.176,5.435,-2.476,1.781,-10.14,6.923,0.206,-18.73,-3.214,8.747,2.658,6.758,6.803,6.013,6.038,7.338,5.325,6.757,1.478
445.1,2.65,-0.9537,-0.584,0.9399,0.8136,1.692,6.309,-1.958,1.952,-9.891,6.829,0.9361,-15.29,-3.256,9.099,3.671,7.146,7.223,5.691,6.163,7.029,5.878,6.398,0.9616
430.2,2.747,-0.8246,-0.5265,0.6367,-0.8801,1.843,5.999,-2.054,1.941,-10.14,7.005,0.8347,-12.56,-3.031,8.224,4.096,4.947,7.041,5.674,6.163,7.029,4.142,5.861,1.589
430.4,2.778,-0.8334,-0.4534,0.5734,-0.9991,1.736,5.717,-2.219,1.658,-9.946,6.946,0.7726,-8.238,-3.136,7.843,4.378,5.411,7.041,5.922,6.163,7.514,3.903,5.757,1.332
430.3,2.788,-0.8334,-0.3101,0.6671,-0.9673,2.672,3.701,-2.398,1.777,-10.07,7.354,0.3151,-3.92,-3.437,8.741,4.172,3.947,3.614,6.107,8.107,7.807,3.528,5.882,1.962
441.6,2.69,-1.016,-0.4508,0.1937,-0.3932,3.185,3.944,-2.095,1.904,-9.978,7.271,0.3977,-7.429,-3.536,8.922,3.471,1.993,2.503,3.414,8.287,8.246,3.763,4.807,1.794
436.9,2.898,-1.019,-0.6988,0.3325,-0.543,3.906,4.477,-1.826,1.991,-9.774,7.271,0.3346,-9.739,-3.749,8.965,4.258,5.707,2.874,3.16,3.785,7.658,3.718,4.825,2.386
445.8,3.015,-1.224,-0.8323,0.3578,-0.7101,4.644,6.765,-2.269,1.985,-10.19,7.443,0.08465,-9.938,-3.686,8.953,4.759,4.048,6.95,3.529,7.175,8.138,5.453,4.66,1.857
423.7,2.988,-1.036,-0.6575,0.1442,-0.4639,4.834,6.132,-2.098,1.644,-10.59,7.533,-0.09421,-4.131,-3.722,9.064,4.936,4.567,6.382,4.017,7.85,9.249,7.846,5.506,2.897
439,2.661,-0.8821,-0.5233,0.3843,-0.4468,4.642,6.298,-1.539,1.707,-10.97,7.134,-0.315,-12.41,-3.564,9.256,4.382,5.924,7.081,4.517,8.811,8.583,7.704,5.77,1.138
460.3,2.721,-1.103,-0.9306,0.3225,-0.3903,4.928,7.286,-1.897,1.698,-10.75,7.471,-0.005942,-20.27,-3.722,9.234,5.188,8.66,7.081,3.902,8.4,8.977,6.112,5.77,1.661
447.7,2.747,-0.9641,-0.6416,0.4563,0.1651,4.538,5.418,-2.05,1.813,-10.52,7.541,0.1013,-22.38,-3.43,9.009,5.709,7.236,7.306,4.583,8.539,8.447,7.148,5.265,1.68
457.5,2.709,-0.9964,-0.4668,0.233,-0.7082,4.926,5.993,-1.57,1.806,-10.32,7.66,0.1549,-21.93,-3.43,8.907,5.317,8.008,5.314,5.276,8.372,7.482,5.59,5.413,1.501
439.8,2.744,-0.7946,-0.3786,0.286,-0.574,4.966,5.676,-1.946,1.454,-9.934,7.668,0.1547,-19.04,-3.766,8.518,5.697,3.527,4.899,5.276,9.299,5.969,6.462,5.45,2.002
428.9,2.806,-0.7946,-0.3561,0.3796,-1.087,4.021,5.301,-1.52,1.487,-9.982,7.602,0.08166,-19.68,-3.786,8.689,5.382,2.899,5.417,5.546,7.832,4.609,6.001,5.795,1.396
444.8,2.921,-1.117,-0.7775,4.078,1.24,4.251,5.309,-1.216,0.8416,-10.11,7.517,-0.07904,-12.41,-3.887,8.611,5.261,3.573,6.551,6.301,7.832,7.876,5.911,5.905,1.601
440.7,2.748,-0.8508,-0.3268,3.639,-2.815,4.227,6.858,-1.395,1.216,-10.26,7.649,-0.1668,-24.17,-3.967,8.701,5.223,7.787,6.93,6.702,7.786,6.057,5.944,6.423,1.125
454.1,2.615,-0.8508,-0.4585,1.006,-0.8816,4.496,6.47,-1.585,1.429,-10.13,7.65,0.03433,-17.28,-4.015,8.566,6.355,6.034,6.93,6.871,7.786,6.059,6.657,6.066,0.6895
453.5,2.8,-1.104,-0.7243,1.042,-1.042,2.862,5.896,-1.856,1.386,-9.976,7.624,-0.1526,-22.4,-3.848,8.304,5.642,6.034,6.93,6.759,7.207,5.819,6.08,5.751,0.6935
439.2,2.835,-0.8116,-0.5602,0.4055,-0.5461,3.298,6.283,-1.926,1.425,-10.07,7.695,-0.0955,-13.23,-3.793,8.913,5.455,6.897,7.811,6.44,6.162,5.673,6.96,6.594,1.261
446.5,2.53,-0.8151,-0.4916,2.506,-2.669,4.153,5.075,-1.981,1.366,-10.66,7.695,-0.5172,-4.309,-3.873,8.985,5.295,4.182,6.062,6.603,5.785,5.319,5.821,6.32,1.296
455.5,2.376,-0.6148,-0.2885,0.9117,-0.1753,4.481,5.663,-2.187,1.366,-10.47,7.423,-0.5049,-7.826,-3.713,8.988,5.088,4.356,6.286,6.317,5.785,5.292,4.986,5.934,0.7798
