deviance	1	3000
gbar	3001	6000
grain	6001	9000
gtemp	9001	12000
msig	12001	15000
rbar	15001	18000
saut	18001	21000
sbar	21001	24000
sbd	24001	27000
sclay	27001	30000
selev	30001	33000
sfpc	33001	36000
sgnat	36001	39000
sgpad	39001	42000
spaw	42001	45000
srden	45001	48000
sveg[1]	48001	51000
sveg[2]	51001	54000
sveg[3]	54001	57000
sveg[4]	57001	60000
sveg[5]	60001	63000
sveg[6]	63001	66000
sveg[7]	66001	69000
sveg[8]	69001	72000
vsig	72001	75000
