"deviance","gbar","grain","gtemp","msig","rbar","saut","sbar","sbd","sclay","selev","sfpc","sgnat","sgpad","spaw","srden","sveg[1]","sveg[2]","sveg[3]","sveg[4]","sveg[5]","sveg[6]","sveg[7]","sveg[8]","vsig"
424.2,3.231,-0.7171,-0.4204,0.5443,-0.8659,3.12,4.91,3.73,-3.901,-9.928,4.043,4.647,-14.05,-5.26,9.582,6.956,4.837,5.964,4.328,5.027,4.439,4.431,4.77,0.5917
427.8,2.833,-0.6206,-0.3398,0.5614,-0.7079,2.156,4.271,3.737,-3.132,-9.981,4.146,4.96,-1.998,-5.302,9.538,6.506,4.98,4.066,4.14,5.072,3.845,5.207,4.313,1.321
433.8,2.624,-0.207,0.03025,0.3393,-0.8416,2.38,5.018,3.737,-2.559,-10.63,3.964,5.02,-7.867,-5.407,10.08,6.126,4.783,5.598,5.265,4.115,3.945,3.302,3.721,1.72
421.5,2.892,-0.5058,-0.048,1.515,0.8013,3.052,4.307,3.757,-3.308,-10.54,4.259,5.18,-12.93,-5.751,10.08,5.8,5.577,4.474,4.468,3.734,4.591,3.564,4.012,0.92
440.9,2.668,-0.3001,-0.05201,0.07887,-0.8787,4.374,4.619,3.729,-3.617,-10.88,4.43,4.82,-18.37,-6.014,9.875,5.648,3.84,4.942,4.773,4.248,4.775,3.923,3.916,0.8636
453,2.582,-0.3621,-0.1491,0.08455,-0.8444,4.609,4.948,3.688,-3.302,-11.37,4.608,4.704,-10.27,-6.169,10.28,5.968,2.301,3.77,5.235,7.924,4.671,4.319,5.152,1.813
436.1,2.695,-0.2743,-0.06369,0.04076,-0.8272,3.638,4.945,3.734,-3.187,-11.43,4.738,4.605,-4.924,-6.743,9.659,5.889,3.174,4.107,4.812,4.941,7.151,5.171,5.381,1.962
429.4,2.907,-0.2743,-0.09381,0.2463,-0.7631,3.529,4.945,3.998,-3.44,-10.97,4.568,4.427,-12.38,-6.719,9.02,6.635,4.358,3.826,5.108,5.504,7.483,2.882,6.026,1.361
425.7,2.971,-0.5616,-0.1589,0.2123,-0.517,4.037,5.176,3.9,-3.208,-10.96,4.524,4.592,-19.23,-6.382,9.455,5.289,4.251,3.826,3.686,6.11,6.089,5.719,5.813,1.335
431.8,2.809,-0.2221,-0.1877,0.382,-0.3391,2.636,4.951,3.807,-2.974,-10.93,4.228,5.201,-16.72,-6.011,9.127,5.444,5.424,3.826,4.447,4.202,5.439,5.097,5.535,0.9853
450.1,2.543,-0.2802,-0.1877,0.5329,-1.134,1.871,4.79,3.734,-2.631,-11.11,4.234,5.258,-11.8,-5.45,8.577,5.542,4.919,4.659,5.227,2.849,5.654,4.664,5.832,0.839
442.4,2.587,-0.1796,-0.1695,0.5817,-0.8032,1.216,4.786,3.627,-2.58,-11.45,4.623,5.172,-9.536,-5.325,8.738,5.758,4.198,4.707,5.386,4.924,4.815,4.664,5.357,0.4408
418.7,2.987,-0.08673,-0.2573,0.1382,-0.9801,1.348,5.255,3.507,-2.001,-11.37,4.468,4.885,-9.356,-5.145,9.059,6.082,5.64,4.852,5.047,5.407,4.806,5.861,4.791,0.3524
414.2,3.104,-0.5547,-0.2426,0.1499,-0.8782,2.534,5.409,3.363,-1.762,-11.4,4.347,4.338,-4.233,-5.06,9.189,5.737,4.871,5.66,5.832,5.441,5.663,5.513,5.162,0.8385
430.7,2.864,-0.4952,-0.2607,1.768,-1.11,0.4361,5.409,3.417,-1.729,-11.06,4.465,4.214,-7.177,-5.593,9.372,5.804,5.259,4.978,6.036,5.472,4.638,6.176,4.93,0.4698
435.8,2.667,-0.4896,-0.2482,0.4988,-0.644,0.5557,5.762,3.631,-1.659,-11.02,4.197,4.156,-11.81,-5.374,10.31,6.089,5.259,3.621,5.297,3.037,4.529,6.11,5.508,1.513
426.8,2.667,-0.1328,-0.1284,0.3903,-0.7375,1.596,5.238,3.182,-1.706,-10.88,4.549,4.279,-8.173,-5.476,10.57,6.224,4.692,4.549,4.737,5.102,4.784,5.521,5.929,1.666
466,2.478,-0.4153,-0.1488,0.5304,-0.0457,3.61,5.73,2.865,-1.827,-10.73,4.488,4.27,-3.145,-5.574,10.37,5.64,6.111,5.651,5.811,5.107,5.976,5.638,5.929,0.2369
446.4,2.701,-0.2293,-0.1214,0.5262,-0.844,4.306,6.284,2.797,-1.745,-11.26,4.52,5.098,-3.801,-5.384,10.27,6.172,7.119,6.228,6.91,5.11,5.73,5.618,6.026,0.6816
